rank,bin_index,mz,score,pcc_class_0,pcc_class_1,pcc_class_2
1,354,403.0525817871094,1.8070727586746216,0.14827139870442702,-0.09539879450504014,-0.06264348180715354
2,137,278.2334289550781,1.7658339738845825,-0.04313084060361606,0.0713792536251594,-0.0319297205083115
3,881,706.16796875,1.7576390504837036,0.04877943343320929,-0.03126204545142567,-0.02075027046012045
4,378,416.8665771484375,1.716648817062378,0.047987233470121404,-0.039511896369722015,-0.010346240841958036
5,601,545.1064453125,1.6998416185379028,0.053114140735591675,-0.03304147844019874,-0.023742148435724298
6,789,653.3289184570312,1.6947767734527588,0.04689519903782748,-0.03644978206236912,-0.012597160516597728
7,121,269.1739196777344,1.687370777130127,0.05145676429565779,-0.03141276266438722,-0.02368835426284201
8,274,357.19854736328125,1.6812773942947388,0.2154326354828262,-0.13897065990608334,-0.09060487307530975
9,199,314.0722351074219,1.6346522569656372,0.06842198230863808,-0.04604763761547683,-0.02658054640542762
10,506,490.44976806640625,1.5938327312469482,0.02260607456020564,-0.01384639212690375,-0.010353835162403293
11,880,705.5482177734375,1.5642094612121582,0.006969732078425213,0.011239275962497889,-0.021019383847978322
12,51,228.8439178466797,1.552619218826294,0.04497170031079087,-0.03406431759226457,-0.013104006188324515
13,864,696.432373046875,1.541481852531433,0.04709437776681525,-0.03361190118534027,-0.01609084226856244
14,377,416.244873046875,1.529848337173462,-0.17071461608965463,0.2515329647238989,-0.09075531467944095
15,1297,945.4841918945312,1.5147690773010254,-0.004404461156791172,0.019358437310721777,-0.017134567776663834
16,336,392.7267150878906,1.4982718229293823,0.03055619257409826,-0.02745820269793361,-0.0039455813324081575
17,706,605.46630859375,1.4849029779434204,0.07029608322301027,-0.04359849039567848,-0.031573802901173
18,554,518.0826416015625,1.4833697080612183,0.047763354777586746,-0.02784046482261614,-0.023502674215053684
19,109,262.1553649902344,1.4806797504425049,0.05538448023994556,-0.044194521404737265,-0.013559816145238655
20,13,206.9858856201172,1.4754467010498047,0.37013819860693,-0.23742941280559737,-0.1572080243499495
21,912,723.9786376953125,1.4735828638076782,-0.08819198883514542,0.16738039869818677,-0.08991970534606286
22,448,457.1344909667969,1.4725306034088135,0.11918191012063309,-0.08126647983294799,-0.045083920130927706
23,1330,964.3699340820312,1.4708703756332397,0.024343379605940282,-0.02015969791620029,-0.005115460811048504
24,207,318.5400085449219,1.4673857688903809,0.059826898755500874,-0.04586674679907751,-0.016800103579803122
25,374,414.5567626953125,1.462769627571106,0.04592864540658375,-0.025901559553721473,-0.023599371338830326
26,1338,968.9264526367188,1.460789680480957,0.04816277332045098,-0.03674231784275245,-0.013733936490520522
27,1373,989.0737915039062,1.4481925964355469,0.03834695032407179,-0.02345105724737992,-0.017605566765921347
28,1136,852.6553344726562,1.4420479536056519,0.03648832959878607,-0.021179266904212655,-0.018057136161906174
29,463,465.7737731933594,1.4419883489608765,0.04423316180960132,-0.03365526252845561,-0.012715966678681544
30,856,691.5377197265625,1.4373962879180908,-0.2611191102942403,0.37193841395624094,-0.12410497433600629
31,704,604.3373413085938,1.4317586421966553,0.019881176994121348,-0.023611657229390525,0.004038196823962751
32,323,385.1919250488281,1.4315333366394043,0.13131564263410167,-0.08493550631451145,-0.054966941670073724
33,1205,892.529296875,1.4303985834121704,0.03548158022803579,-0.02549024618768279,-0.011931609683628578
34,1404,1006.789306640625,1.4256591796875,-0.04818746960219054,-0.03638831370448213,0.09782813387796495
35,633,563.5062866210938,1.425311803817749,0.05310640140884263,-0.03332471298438677,-0.023407569310441224
36,797,657.7724609375,1.4252095222473145,0.04402283439308308,-0.02912615647958088,-0.017677865495038244
37,690,596.31396484375,1.4244747161865234,0.044877394706659725,-0.028717095666248495,-0.019141179171004535
38,618,554.8924560546875,1.4230130910873413,0.037131039572005586,-0.04186957813149338,0.004980000399577429
39,1210,895.4368896484375,1.4190484285354614,0.02679270045520477,-0.027286403741510985,0.000230500866114882
40,571,527.8661499023438,1.4162261486053467,0.033580002870996405,-0.03541329111315146,0.0016850104270220048
41,1091,826.6998291015625,1.4106922149658203,0.016437000622913145,0.042213874178960574,-0.0676274135354918
42,75,242.6214599609375,1.4090906381607056,0.05226117951009657,-0.036151299417212165,-0.019176101425080545
43,562,522.6912841796875,1.408195972442627,0.05338677429280461,-0.03935551670312879,-0.016800831426433863
44,1183,879.675537109375,1.4037548303604126,0.025779653060230806,-0.015570730341489099,-0.0120596934869765
45,832,677.959716796875,1.4024732112884521,0.04571854385760602,-0.03365414475416461,-0.014443420074344945
46,710,607.7830810546875,1.4011054039001465,0.03288054372272531,-0.024634034927687728,-0.00989317098843728
47,1074,817.1448974609375,1.3990583419799805,0.0316393598250764,-0.02606056405085187,-0.006810955104362612
48,1414,1012.778076171875,1.3961671590805054,-0.030824245332059956,0.07789301271457724,-0.05371899432613742
49,63,235.70556640625,1.3939956426620483,0.04871643002888867,-0.03850480133406812,-0.012351324150388988
50,1293,943.0821533203125,1.3914148807525635,0.06415236980294647,-0.04253351362139993,-0.025658386236067414
51,71,240.25775146484375,1.3874661922454834,0.043724978991458524,-0.04702698380375059,0.003245724084641477
52,385,420.9002990722656,1.3870737552642822,0.06427487872512776,-0.04036718296621189,-0.02829100584852737
53,665,581.9171752929688,1.3861702680587769,0.014723258727562381,-0.01742257574364785,0.0029177298891803474
54,1201,890.17431640625,1.3846642971038818,0.04260815979071588,-0.02608185343923709,-0.01953336922424369
55,218,324.9639587402344,1.3810282945632935,0.03678111738430016,-0.033648663188981735,-0.004063501816575064
56,49,227.64971923828125,1.3796281814575195,0.05357581738223876,-0.03419403406392182,-0.022953773096709606
57,459,463.3848876953125,1.3794643878936768,0.1328886659065592,-0.08768199134186366,-0.053637804856905856
58,748,629.5804443359375,1.374699354171753,0.03279083868565252,-0.024244422395182718,-0.010236793793778608
59,140,280.19818115234375,1.373717188835144,0.05235377043743979,-0.03520311653399397,-0.020373661755414864
60,313,379.3820495605469,1.3731368780136108,-0.08698901355467874,0.12632877113224095,-0.04412781083091416
61,398,428.35009765625,1.3729629516601562,0.030516536109860746,-0.03148754719955616,0.0007323363121516765
62,647,571.4716796875,1.3729149103164673,0.04923621219001085,-0.039297385291477874,-0.012044269936374481
63,521,499.2501220703125,1.3726415634155273,0.052743736159038546,-0.0410905157789399,-0.014059129195731455
64,607,548.5415649414062,1.3692845106124878,0.05141015787137672,-0.038513025109686266,-0.015472262735079045
65,47,226.4999542236328,1.3689285516738892,0.05540497955531352,-0.0454789244922561,-0.012107184873914227
66,597,542.8079833984375,1.3628871440887451,0.04907321382776787,-0.04262165126231596,-0.008033521653391516
67,422,442.16534423828125,1.3616955280303955,0.04865662001461772,-0.02487179878850451,-0.027953297528360666
68,967,755.5694580078125,1.359067440032959,-0.15839985257878636,0.22941721693498388,-0.07964374361567128
69,503,488.7340393066406,1.3568432331085205,0.04922263481945052,-0.03744376442635326,-0.014159275359791335
70,814,667.5828247070312,1.3568006753921509,0.030270836602134366,-0.03474976578946303,0.0047678669080253415
71,1450,1033.3941650390625,1.356257677078247,0.06609428464681805,-0.03845761399912442,-0.0326004423183171
72,1218,899.9400634765625,1.3526893854141235,0.05341449260912539,-0.037780884729001,-0.018643121997222078
73,474,472.08685302734375,1.3472108840942383,0.04734029474867942,-0.04463955741813448,-0.003700055573728856
74,516,496.2164611816406,1.345227599143982,0.0502555371528659,-0.043368933583525095,-0.00854848457449591
75,1263,925.6790161132812,1.3421826362609863,0.008376254344427004,0.005823522494071123,-0.01642836442643334
76,15,208.09889221191406,1.340354323387146,0.0589293811996879,-0.05817645666752497,-0.001606774129085943
77,276,358.1990661621094,1.3382009267807007,0.06559176688572652,-0.044264327682837126,-0.025341501172657085
78,1362,982.7308349609375,1.336840271949768,0.04502005190395336,-0.033917942102863655,-0.013328458071795701
79,1319,957.990234375,1.3352690935134888,0.0718991946154961,-0.05308113245762857,-0.022536249914998325
80,1351,976.4353637695312,1.334193468093872,0.046003599621332915,-0.031575021095906125,-0.017164689395541347
81,155,288.6319274902344,1.3333593606948853,0.05117571930592024,-0.036176972294979064,-0.01788517211354821
82,223,327.7254333496094,1.3317320346832275,0.05331058552490337,-0.031571741988249136,-0.02565993668590136
83,1172,873.589111328125,1.3279317617416382,-0.10281798132682256,0.15350898515530886,-0.05697724204554086
84,667,583.0690307617188,1.323104977607727,0.04353984584727897,-0.03685037331704533,-0.008237401293525999
85,1141,855.5542602539062,1.3212532997131348,-0.2716309065857847,0.398795760380514,-0.14276236762099606
86,1121,844.1597290039062,1.3210352659225464,0.04373689845530362,-0.034265054006109255,-0.011438286408069268
87,581,533.4851684570312,1.3176769018173218,0.42094950631902445,-0.28502390783911435,-0.16154498312182675
88,517,496.8119812011719,1.3173824548721313,0.031200390678484083,-0.0314226189114012,-0.00013701054608864714
89,1400,1004.607421875,1.317319393157959,0.04094915411233218,-0.027717815249822638,-0.015724852824399265
90,709,607.3226928710938,1.3136457204818726,0.041232901330657774,-0.05379851739620353,0.013925825554959642
91,1369,986.768310546875,1.3124282360076904,0.015066473073261935,-0.01385299189733977,-0.0015844471764570284
92,942,741.4205932617188,1.3118690252304077,0.056968714491586935,-0.033583046921600586,-0.027599017616902026
93,768,641.1644897460938,1.307401180267334,0.06334734780685364,-0.04613687044487936,-0.02058071774648068
94,467,468.0527038574219,1.3070292472839355,0.05069486078678125,-0.03893564533334877,-0.01415520053806479
95,236,335.26873779296875,1.3061376810073853,-0.16270216251605635,0.20649763313168498,-0.04829737459731253
