rank,bin_index,mz,score,source_component,pcc_class_1,pcc_class_2
1,82758,734.5697631835938,1.0,0,0.8845103856655493,-0.8845103856655493
2,81717,616.1770629882812,1.0,1,0.32819134597088784,-0.32819134597088784
3,82576,713.4511108398438,0.7370251213949633,0,0.850649617974775,-0.850649617974775
4,79415,449.0477600097656,0.5567088221121318,1,-0.6583247377381392,0.6583247377381392
5,80960,551.50341796875,0.5568259126595485,0,0.854823481606244,-0.854823481606244
6,81742,617.1839599609375,0.4164534118395619,1,0.31385770796699436,-0.31385770796699436
7,82063,651.5342407226562,0.43425035899121756,0,0.8138586326577547,-0.8138586326577547
8,82728,731.6066284179688,0.40988497678904506,1,0.9138659886091617,-0.9138659886091617
9,82420,697.4774780273438,0.4273634920200076,0,0.8303921464242092,-0.8303921464242092
10,82539,710.488525390625,0.41380777818109593,1,0.9033926417773823,-0.9033926417773823
11,79889,478.3293762207031,0.35967529843641916,0,0.7512155135291781,-0.7512155135291781
12,79668,465.0216979980469,0.3156846915643342,0,-0.6648353721256238,0.6648353721256238
13,80180,496.33990478515625,0.28425171408354916,1,0.7116933393534542,-0.7116933393534542
14,78981,428.0367126464844,0.31259753831332343,0,-0.3957772249341806,0.3957772249341806
15,79665,464.9471130371094,0.27491895991694965,1,-0.7854239380358916,0.7854239380358916
16,82589,714.4548950195312,0.31210505258736215,0,0.8547575206256461,-0.8547575206256461
17,82775,735.5729370117188,0.29346162275445,1,0.8821648553167275,-0.8821648553167275
18,80295,503.94818115234375,0.2803981948848603,0,-0.5845587428376923,0.5845587428376923
19,79926,480.9211120605469,0.2444420204205518,1,-0.7270380584885823,0.7270380584885823
20,82380,694.5144653320312,0.2788258818399527,0,0.8855390400537275,-0.8855390400537275
21,81595,605.8963012695312,0.2380561993496275,1,-0.7315609254639681,0.7315609254639681
22,80857,545.0712890625,0.24183163711409872,0,-0.39332282082645087,0.39332282082645087
23,80375,508.0030212402344,0.2302359095617603,1,-0.7779618291281019,0.7779618291281019
24,80978,552.5068969726562,0.2264712789903957,0,0.8547358592198631,-0.8547358592198631
25,81173,567.9408569335938,0.22905802374535733,1,-0.7596664387618961,0.7596664387618961
26,82079,652.5381469726562,0.21386155552207253,0,0.824022105588141,-0.824022105588141
27,80920,548.540283203125,0.2212702813086282,1,0.9163735327492623,-0.9163735327492623
28,78452,409.0516357421875,0.21156346953311736,0,-0.20202492534608177,0.20202492534608177
29,81347,583.9143676757812,0.20594040197850963,1,-0.7030478399820792,0.7030478399820792
30,80589,525.9302368164062,0.21143904968347133,0,-0.6383497829817748,0.6383497829817748
31,80276,502.9778137207031,0.21020733597696978,0,-0.6304047994472025,0.6304047994472025
32,81425,589.9224853515625,0.20043214110684796,1,-0.7475863190763189,0.7475863190763189
33,80717,534.2954711914062,0.1971369594299973,0,0.7826606682986506,-0.7826606682986506
34,77546,385.2737731933594,0.19632294184555227,1,0.8110197187155075,-0.8110197187155075
35,80053,487.9745178222656,0.19345407480714924,0,-0.6526818153742209,0.6526818153742209
36,80874,545.9591064453125,0.18883526854565508,1,-0.7567443209375232,0.7567443209375232
37,82551,711.4911499023438,0.17790270653124307,0,0.9069656344469385,-0.9069656344469385
38,79988,484.08612060546875,0.18710588594607944,1,0.6599321661940252,-0.6599321661940252
39,78026,399.1444091796875,0.17181064269130408,0,-0.692972444016713,0.692972444016713
40,81869,627.5347290039062,0.18006162862738817,1,0.7177503700168602,-0.7177503700168602
41,82426,698.4815063476562,0.17012101542577843,0,0.8357702183538407,-0.8357702183538407
42,82486,706.5377807617188,0.1763805975929631,1,-0.7305088332746004,0.7305088332746004
43,81296,579.53466796875,0.16707040337143547,0,0.8320452662777751,-0.8320452662777751
44,80666,529.9845581054688,0.17181768466607855,1,-0.8079442584720965,0.8079442584720965
45,81836,623.5029907226562,0.150773857220803,0,0.8234818889834271,-0.8234818889834271
46,80966,551.9542846679688,0.16988859367435433,1,-0.7646768563613443,0.7646768563613443
47,82739,732.5538940429688,0.15667899858186907,0,-0.5470665101745389,0.5470665101745389
48,81424,589.9102172851562,0.16850429250573773,1,-0.7482246447335053,0.7482246447335053
49,81172,567.927978515625,0.16345341296807528,0,-0.7280975836342325,0.7280975836342325
50,77038,369.3515625,0.16196224927895692,1,0.8144167615724544,-0.8144167615724544
