rank,bin_index,mz,score,source_component,pcc_class_0,pcc_class_1,pcc_class_2
1,386,421.3142395019531,1.0,0,-0.12734693725747454,-0.025131618233730977,0.17514373824310578
2,219,325.1968688964844,1.0,1,0.8248411852672511,-0.5462827527618908,-0.3964696524472603
3,146,283.2667541503906,1.0,2,0.8106196396128874,-0.5171079341355133,-0.41019499845907403
4,1193,885.548095703125,0.8067354812970374,0,-0.8335392356474544,0.5050912818343722,0.4495158280569766
5,194,311.1901550292969,0.7561665631431858,1,0.8255559451770013,-0.5450716362168567,-0.3985663459728178
6,97,255.2321319580078,0.7180467097239307,2,0.8453366326420501,-0.5353222996950022,-0.4318551397205948
7,142,281.2320861816406,0.49937154752125895,0,-0.37899326777459014,0.38703477411675985,0.040592450594977576
8,243,339.2188415527344,0.38989491135325033,1,0.7831710717660916,-0.5277102935998149,-0.36704747687777634
9,1195,886.554443359375,0.4788403585733359,2,-0.8300340658849504,0.5083434788730727,0.44203027480133505
10,387,422.3006896972656,0.2674758167387458,0,-0.16280402781299802,0.0015268993755284286,0.18888150214627572
11,870,699.6401977539062,0.24752091058197295,1,0.6616991255725585,-0.41702496608284756,-0.3401285093837235
12,948,744.5601196289062,0.4428063630493782,2,-0.7650120450603127,0.521424818219638,0.3523441454549604
13,910,722.5616455078125,0.25701152193489196,0,-0.8078215827650412,0.5197912829906772,0.404128751851549
14,10,205.1346435546875,0.2099649319152875,1,0.3484525845250522,-0.24034027901517274,-0.15753394171087626
15,1024,788.54150390625,0.3328816228540632,2,-0.7460872148520316,0.423926087914653,0.43167500538669085
16,255,346.05865478515625,0.23573939380436512,0,0.3122278275240235,-0.21171950181406518,-0.14494027600412532
17,41,223.0374755859375,0.20304479617843318,1,0.793656827251156,-0.5192516571581349,-0.38811848108171604
18,3,201.0541534423828,0.25396476210307495,2,0.39066685327625755,-0.31512657428484,-0.1290882329070008
19,909,722.4953002929688,0.22337785689252565,0,-0.8076124949224748,0.5200681826642617,0.40359594888552247
20,196,312.17584228515625,0.19827348405219053,1,0.7721971398174147,-0.5058912145624622,-0.37691684858031793
21,139,279.2467346191406,0.24467986148416324,2,-0.47413446939529635,0.5050928353942234,0.029032911242214122
22,152,286.9523010253906,0.15427477505992251,0,-0.2072930614975354,0.051110797004647816,0.1893265057891629
23,220,326.1615905761719,0.18783620408424823,1,0.7666411091346879,-0.507878606574239,-0.3683482601490015
24,986,766.53759765625,0.21917441691587036,2,-0.75365036556476,0.31365196157241354,0.555291146093717
25,958,750.5391235351562,0.16909429260858078,0,-0.8115866371327184,0.5079060793386868,0.4209031498392295
26,147,284.2462463378906,0.19838416271936193,1,0.7859370071153574,-0.5018265568300235,-0.3972219315100719
27,849,687.5487060546875,0.20135723122310745,2,-0.6802003386975981,0.2814136190715405,0.5029112005975106
28,950,745.5712890625,0.16521861389672907,0,-0.7479457803640865,0.51859697576579,0.3353207486990844
29,629,561.4473876953125,0.13851548936109614,1,0.4445173736193726,-0.27541765044001126,-0.23341703985681572
30,944,742.5319213867188,0.19933695779606536,2,-0.6569485250432601,0.521679995381028,0.22565094955034
31,1191,884.53173828125,0.13213282283220032,0,-0.6259163166125361,0.31973252499400034,0.39952188370079594
32,159,291.0244445800781,0.1212160591830202,1,0.5718746583005637,-0.3724414163833931,-0.28143974965727847
33,144,282.25048828125,0.1682540810202157,2,-0.43350693826825276,0.4189211303169958,0.07118436235099569
34,988,767.5443725585938,0.1419595633846439,0,-0.7380969410000192,0.3176745974788733,0.5329080477566699
35,170,297.1830139160156,0.12018177500827053,1,0.7968092520922203,-0.5251964000714501,-0.3856196355462563
36,873,701.5191650390625,0.16011690554640787,2,-0.7117086094596229,0.4085759596049499,0.4074298036864604
37,27,215.04461669921875,0.12025490546604949,0,-0.38358627927519623,0.0966406812231147,0.34819344709848377
38,1197,887.6090698242188,0.12002945653273232,1,-0.7368969147117702,0.560096852460948,0.27920329183267806
39,99,256.2456970214844,0.13432575894114826,2,0.8115338899963245,-0.5125373727525211,-0.41602142343967896
40,184,305.249755859375,0.10304643843944097,0,-0.592718739828798,0.5032560676941605,0.1696807723327605
41,245,340.23101806640625,0.10549004746716846,1,0.5286819905783593,-0.34985732723856,-0.2544113812382382
42,264,351.282470703125,0.11156452377744376,2,0.38895666106414406,-0.2419782605070881,-0.20321647260373885
43,1295,944.4063720703125,0.10236110752552417,0,-0.036507998246116856,0.02255146227708457,0.019241675850852315
44,1035,794.556396484375,0.10243791672730951,1,-0.6963278458421436,0.27202088627672777,0.5315548647109781
45,389,423.30804443359375,0.09486557874457337,2,-0.3105627966274939,0.1290879611075655,0.22899101371703456
46,955,748.5337524414062,0.10085930162747139,0,-0.7840422756364368,0.42508013410239776,0.4748790011830136
47,36,220.15255737304688,0.10178810367823662,1,0.2794286675946707,-0.2111372670977482,-0.10717325223001772
48,1196,887.544189453125,0.09897470985033896,2,-0.7371681663542113,0.5600781552143548,0.27954009858853285
49,1247,916.6025390625,0.09506529766403235,0,0.549517406739732,-0.3656532324119255,-0.2623479489974994
50,1245,915.597412109375,0.10053899839137297,1,0.7137595122703553,-0.47844754361788905,-0.337110428580873
51,1026,789.547607421875,0.09154813895070833,2,-0.7465781813254855,0.4326202054585938,0.4232010087173533
52,1094,828.5828247070312,0.08581841768460989,0,-0.0016200972182540746,0.024214814577361726,-0.023306138728380898
53,365,409.3140869140625,0.09554708478362546,1,0.6121153474926467,-0.41430031114844496,-0.2849542451222902
54,414,437.318359375,0.08076044876380947,2,0.008230260043239814,-0.0729985395473447,0.06634428703007471
55,1090,826.51416015625,0.08386108506894406,0,-0.5862821308773983,0.22119522430456218,0.4557049727021382
56,340,395.24664306640625,0.09077336098008727,1,0.5757527902946786,-0.3713055831354963,-0.2871590414088527
57,185,306.0489196777344,0.07282231704308234,2,0.10510448904678338,-0.06833027694603115,-0.05185104763811577
58,962,752.557373046875,0.07972505159414016,0,-0.5800671305232556,0.4907332268184547,0.1679123118713179
59,993,770.5653686523438,0.08557830184078352,1,-0.7294438943923731,0.5130774264760747,0.3194191561203888
60,1036,795.5232543945312,0.07058804529557045,2,-0.6360507858769378,0.3207310600229025,0.41033935992444165
61,222,327.2118835449219,0.07439568812442997,0,-0.19943280274242278,0.22986961455499022,-0.005912629429616052
62,1144,857.5180053710938,0.0849833353098879,1,-0.6788388513650243,0.5615007165959567,0.2098178856037626
63,960,751.5465698242188,0.06735843947456373,2,-0.7929758163595304,0.5121239075497049,0.39473994118105243
64,1040,797.5978393554688,0.07079761794036735,0,-0.5608520796673795,0.19692936575177705,0.45120806502801697
65,901,717.5319213867188,0.07346246576470956,1,-0.479100798407458,0.4733840939763397,0.06784405976274197
66,1189,883.5214233398438,0.06795962342260208,2,-0.7219111029267887,0.36332354972210734,0.4664625039583261
67,903,718.5484619140625,0.0669586626228319,0,-0.5927558824217329,0.18092206777356584,0.5051931214467277
68,951,746.5303955078125,0.07160736913645645,1,-0.7406397232313492,0.49490373895072104,0.35143183504688463
69,572,528.2845458984375,0.05762943426534637,2,-0.0655830881281443,0.06604101828776249,0.007996002587933565
70,176,300.7290344238281,0.06415615804811414,0,-0.24925308701626264,0.0003371960326651516,0.29125972610029877
71,1235,909.566162109375,0.06324447616799637,1,-0.4784988160430008,0.4150715744700852,0.12782849333834867
72,182,304.2214050292969,0.056204533086491905,2,-0.7026919363183025,0.5183128653107117,0.28267224384765655
73,191,309.2584228515625,0.06135358348077463,0,0.010879977053323163,0.12859282032366662,-0.14656179043751233
74,1010,780.49072265625,0.06303345918971165,1,-0.522955290541213,0.26287774256619767,0.338235441652351
75,592,540.024169921875,0.05311906045106888,2,0.1925164257098438,-0.10846387743330119,-0.11234857774807355
76,1190,883.591064453125,0.06075919876926153,0,-0.7271208046703533,0.3663167310628967,0.46944238061523885
77,1155,863.5808715820312,0.06291657897221051,1,-0.5881329654550888,0.4585804463020282,0.21081182359927958
78,793,655.426513671875,0.05225536626379953,2,0.41776471316428115,-0.2817808407681228,-0.19549559923013882
79,229,331.2532653808594,0.06068802364059004,0,-0.6118684251333524,0.43562262616739084,0.2624741761880747
80,953,747.5194702148438,0.056164499819277326,1,-0.6021142658516857,0.49416150196357544,0.19013811862198057
81,671,585.3358154296875,0.051713052965334294,2,0.37491475236654276,-0.23343719409343328,-0.19567741892170973
82,866,697.5653686523438,0.059801427100930955,0,0.37956832075289254,-0.23636016393644735,-0.1980797265901402
83,913,724.5220947265625,0.05521416019769323,1,-0.5216023877514223,0.48003365484585475,0.11064775894631412
84,382,419.2447204589844,0.05043626539186368,2,-0.5700872385615507,0.30990855159544595,0.3444296165062159
85,1075,817.5264892578125,0.05718721741399926,0,-0.324724177602711,0.3420513895336426,0.023917406175619146
86,1000,774.5481567382812,0.05433292182972961,1,-0.5534837881566943,0.42873544242305545,0.2013356015825347
87,911,723.5088500976562,0.05271571667081023,2,-0.784992017203015,0.5164523536153698,0.38089456367393054
88,886,709.02197265625,0.0570526473891367,0,0.11831229069893241,-0.08037501316432882,-0.05476780577332355
89,1198,888.56591796875,0.05431299678159751,1,-0.6052108382265856,0.5546182431951591,0.13084060341446754
90,1339,969.611328125,0.04454345855636261,2,0.44150250599113083,-0.2874191863692839,-0.21739924111664316
91,1031,792.5464477539062,0.05658903468180087,0,-0.6806279666505802,0.2908503507885593,0.4935902265816813
92,1153,862.58056640625,0.05388918277750041,1,-0.5705028213423449,0.522413374406702,0.12375157055365117
93,88,250.13511657714844,0.04420182348854829,2,0.42403496229281745,-0.3029416706600206,-0.18080828252828943
94,1063,810.5479736328125,0.05658573397711221,0,-0.6427898743895746,0.21703666678998357,0.5261435461065174
95,226,329.2642517089844,0.05132028709065893,1,-0.6309505763355442,0.4919869344767027,0.22613799421655292
96,871,700.5445556640625,0.051442311432804075,2,-0.6136499185882803,0.5577963026996865,0.13740624106666294
97,763,638.392333984375,0.055301292007803336,0,-0.17457063228155098,0.090529085158594,0.11001873480092335
98,1157,864.6185302734375,0.049771928060967814,1,-0.4731768998159712,0.4109249811104723,0.1259177454773085
99,1345,972.85400390625,0.04061786182362853,2,0.12541727355726712,-0.12622332922775106,-0.015363591094747418
100,1078,819.5187377929688,0.055165852600902246,0,-0.44256621382516403,0.37728121254220615,0.1251198697840733
101,1038,796.5413818359375,0.047489136733604366,1,-0.44875903270484735,0.3399220663265078,0.17124659043932153
102,1343,971.8394165039062,0.04053218183440743,2,0.16441653777954884,-0.17701058400751185,-0.008133511584013754
103,1062,810.489501953125,0.05199685560725481,0,-0.6379635778770368,0.21406258795684374,0.523592348883708
104,476,473.2784729003906,0.04746930738695224,1,0.4762309335268062,-0.3022677031720537,-0.2425757648818333
105,31,217.0633087158203,0.03938699392987067,2,-0.24016736542398856,-0.021416250425263954,0.3032698798220012
106,998,773.5545043945312,0.05136125997682198,0,-0.5859912507063941,0.42027046068622126,0.24817724196798757
107,1122,844.57958984375,0.046767624135729505,1,-0.5921224624322946,0.3335829528234495,0.34557034542573445
108,1037,795.5963134765625,0.04876983104635757,2,-0.6343947480450151,0.3191986517791273,0.4099967511589612
109,982,764.4808349609375,0.0509347949325224,0,-0.6927516083803898,0.41351865298608836,0.38010718258666865
110,125,271.23828125,0.045826471856223606,1,0.21389055480412997,-0.12211490110879848,-0.1231476902311204
111,198,313.2055358886719,0.03738522923531069,2,0.484358034596842,-0.3069114559118337,-0.24725098684667776
112,678,589.4610595703125,0.048854912603823374,0,0.23705652733790436,-0.14432310245279723,-0.1271372715480203
113,1146,858.5275268554688,0.04565104147326993,1,-0.5495339036329417,0.49348206837124475,0.12932947390962002
114,1313,954.5916137695312,0.035011131049350205,2,0.04158210092719745,-0.02749062330413355,-0.020037632953888808
115,384,420.2703857421875,0.046482442697114254,0,-0.16118593697166766,0.1321022677289244,0.0510922089736722
116,1007,778.5682373046875,0.04528727536278709,1,-0.6788898432486173,0.4681989382363215,0.3069813062998779
117,989,768.5052490234375,0.041355516308605046,2,-0.7054889817373862,0.42299340773246025,0.38514827527060763
118,1033,793.539306640625,0.0449067024875643,0,-0.549078457513088,0.32005701515605506,0.30928863818700925
119,868,698.52978515625,0.043876587697123035,1,-0.37093767489454615,0.48968072914698396,-0.0756608027401904
120,190,308.8069152832031,0.03252197994005113,2,0.17254895936972467,-0.10775575708797165,-0.08972485552556837
121,983,764.540771484375,0.042686647040440825,0,-0.6877476901503548,0.4094665263427079,0.37847015650035243
122,875,702.5252075195312,0.04383613946660895,1,-0.6736337965314321,0.40834067274709757,0.3631295071469835
123,385,420.9056091308594,0.027830976470155925,2,0.04897505568168204,-0.0377204934437691,-0.01804020128983873
124,990,768.56591796875,0.04176656824083167,0,-0.7100709142421211,0.4257296594846693,0.38766110012564275
125,1151,861.55322265625,0.04328453049121885,1,-0.6717077393599243,0.5658629274437947,0.19693495853824916
126,1391,999.4518432617188,0.027726687133740574,2,0.12019972766902001,-0.07427783148265157,-0.06332162779405126
127,1066,812.5458984375,0.04086965331519832,0,-0.5921597297044872,0.2227628362089507,0.4609499079856549
128,360,406.3155212402344,0.04263327234979825,1,-0.24388537996375334,0.1775411281733261,0.10055496782961114
129,1095,829.2017822265625,0.026020206933841016,2,0.023507770379100065,-0.024560797869464236,-0.001941000352094714
130,995,771.5543823242188,0.04031778727948493,0,-0.6594516295760872,0.48454502594534005,0.2672276212813423
131,231,332.2730712890625,0.04252988604097448,1,-0.4602788447911897,0.37577916656602706,0.14740580349690596
132,1347,973.8807983398438,0.03498167873133171,2,0.1791286140318968,-0.19272481983453935,-0.008991148503068591
133,899,716.5222778320312,0.039683676229397565,0,-0.6100840517341457,0.49877207214857794,0.19466382628971635
134,1082,821.5511474609375,0.04194936086340803,1,-0.45688575088888933,0.3464640239092685,0.17394580903198772
135,375,415.2311096191406,0.027994187800296888,2,-0.15931437536352996,0.20589436535383346,-0.02789647829693559
136,916,726.5094604492188,0.03846506784657429,0,-0.45314575122199124,0.5221769072720638,-0.013302824468662324
137,1200,889.5712890625,0.0409082053223957,1,-0.41441484161592335,0.442918511799002,0.02387253392219497
138,1186,881.5438842773438,0.024084128335377708,2,-0.138165403511567,0.15685026525902562,-0.0015968501779408209
139,946,743.5411376953125,0.037761292034916266,0,-0.6274509304117827,0.512290262121052,0.20091295074948565
140,1106,835.5367431640625,0.040852090759608675,1,-0.6456744723918522,0.5388439148487452,0.19459766904159703
141,586,536.5015258789062,0.02393723085564501,2,-0.35945998154836906,0.40857433079756683,-0.004677562773449305
142,1358,980.44921875,0.0374969077996477,0,0.009365264158550523,-0.007477355462918865,-0.0031747258980609192
143,1341,970.6317749023438,0.0407722230894903,1,0.3174733771787165,-0.20568818183715712,-0.15735433619872122
144,869,699.4835815429688,0.027226417892073078,2,-0.41609741711513726,0.3884057700355392,0.0825751424557307
145,415,438.2723083496094,0.0367724252234194,0,-0.06691886321565917,0.02964026881713678,0.047442832284134255
146,1238,911.5657348632812,0.04025150176676416,1,-0.5853598534547291,0.40108577070254636,0.26740499957312713
147,1340,969.9888916015625,0.023742278914480993,2,0.03716510379435803,-0.026433131449984614,-0.015970604021159192
148,1401,1005.1761474609375,0.03547888789710572,0,0.053956081397368155,-0.048911886466958446,-0.01222025784895741
149,920,728.5576171875,0.04015849906851836,1,-0.4685393398134285,0.5210868212525737,0.005841226355326594
150,85,248.34800720214844,0.023479346424328112,2,0.04275321598434271,-0.026923559310684884,-0.021997936454364566
151,412,436.29571533203125,0.03499666820385199,0,-0.45811344916386204,0.4552242154550898,0.06219004339326488
