rank,bin_index,mz,score,source_component,pcc_class_1,pcc_class_2
1,81717,616.1770629882812,1.0,0,-0.5248294455562708,0.5248294455562709
2,82576,713.4511108398438,0.6132028501465232,1,0.7400948331231524,-0.7400948331231525
3,81741,617.1803588867188,0.5114952543175096,0,-0.5111221388520459,0.511122138852046
4,82063,651.5342407226562,0.33389707327055956,1,0.7397154844507319,-0.739715484450732
5,79889,478.3293762207031,0.46766443456927015,0,0.6280260529289174,-0.6280260529289176
6,80960,551.50341796875,0.45969027435027016,1,0.6785989187476664,-0.6785989187476663
7,81268,577.518798828125,0.44302992330108676,0,0.6009940257818416,-0.6009940257818416
8,78453,409.0555419921875,0.4130203015351512,1,-0.25913344069914396,0.259133440699144
9,79415,449.0477600097656,0.406671936878885,0,-0.6179131552852114,0.6179131552852115
10,82539,710.488525390625,0.3445762440431257,0,0.6739868083235718,-0.6739868083235719
11,82589,714.4548950195312,0.24312772551238662,1,0.7473838259209445,-0.7473838259209447
12,82420,697.4774780273438,0.340496212047745,0,0.6019939087777652,-0.6019939087777653
13,82079,652.5381469726562,0.15060036936585827,1,0.7410344781508665,-0.7410344781508666
14,82758,734.5697631835938,0.3056989357028232,0,0.711632029840975,-0.7116320298409752
15,80978,552.5068969726562,0.17321902078465498,1,0.6761033760543317,-0.6761033760543318
16,82380,694.5144653320312,0.2772021490016047,0,0.5397878107309575,-0.5397878107309574
17,79668,465.0216979980469,0.1485467442193318,1,-0.5221559706551716,0.5221559706551716
18,81018,557.1637573242188,0.255056812575957,0,-0.5203914244539605,0.5203914244539605
19,80180,496.33990478515625,0.10753622802752981,1,0.316317545577986,-0.3163175455779861
20,81296,579.53466796875,0.1811901528803624,0,0.7249405725341926,-0.7249405725341926
21,81763,617.9797973632812,0.12326688813108294,1,0.36933020856086496,-0.369330208560865
22,61508,141.1545867919922,0.17425874033290803,0,0.010601992978861071,-0.010601992978861063
23,81284,578.5226440429688,0.17194540746005388,1,0.6015568812406326,-0.6015568812406326
24,81869,627.5347290039062,0.15924473967070732,0,0.633214827562857,-0.6332148275628571
25,81301,580.0238037109375,0.11304564002758889,1,0.38685152587904204,-0.386851525879042
26,78503,410.0587158203125,0.14657810952039663,0,-0.21241037983957106,0.21241037983957103
27,81766,618.1878662109375,0.11171914953739093,1,-0.48968700935125287,0.48968700935125287
28,78026,399.1444091796875,0.1364990682196314,0,-0.5211072414110623,0.5211072414110625
29,78836,423.98193359375,0.10037423997530799,1,0.3338235087411838,-0.3338235087411838
30,82426,698.4815063476562,0.13375583766591337,0,0.6024872478517864,-0.6024872478517864
31,82551,711.4911499023438,0.12649912226588256,1,0.6760891569437907,-0.6760891569437908
32,82728,731.6066284179688,0.13175093256614745,0,0.6307097966644801,-0.6307097966644801
33,76863,366.9617614746094,0.09849560542362762,1,-0.15547290736932223,0.1554729073693222
34,79421,449.2068176269531,0.13029375364093496,0,-0.026196152169140414,0.026196152169140407
35,79906,479.33251953125,0.12711271970471888,1,0.6265838667365297,-0.6265838667365297
36,82672,725.5563354492188,0.12026614252280081,0,-0.7002216621529015,0.7002216621529016
37,80053,487.9745178222656,0.06977554592251459,1,-0.35123247874064434,0.35123247874064434
38,82651,723.4937744140625,0.11601779095262689,0,0.3774871620594534,-0.3774871620594534
39,77564,386.02606201171875,0.06749657510945192,1,0.2245078081773073,-0.2245078081773073
40,81425,589.9224853515625,0.11004035223436785,0,-0.5015834654976602,0.5015834654976602
41,80920,548.540283203125,0.10641237304976403,1,0.657268178674752,-0.657268178674752
42,79665,464.9471130371094,0.10663446097833834,0,-0.5969998057977056,0.5969998057977057
43,81118,564.2484130859375,0.0838343887173506,1,0.7683035940316644,-0.7683035940316646
44,82392,695.5178833007812,0.10337810726655297,0,0.5518558080117594,-0.5518558080117594
45,82601,715.4579467773438,0.07562067615616622,1,0.7526491204992178,-0.752649120499218
46,82455,703.5741577148438,0.10251137405272445,0,-0.6769263333136928,0.6769263333136929
47,79394,448.34222412109375,0.05952859170226364,1,0.20571557852621558,-0.20571557852621564
48,80212,498.1500244140625,0.09983076623861781,0,-0.5053167232253131,0.5053167232253131
49,81673,614.1810913085938,0.05792703670743646,1,-0.5140191337899551,0.5140191337899552
50,80276,502.9778137207031,0.09875736361006879,0,-0.34753954498988204,0.34753954498988204
