rank,bin_index,mz,score,source_component,pcc_class_0,pcc_class_1,pcc_class_2
1,194,311.18927001953125,1.0,0,0.8865926977347138,-0.5929189211416273,-0.31278873627100756
2,255,346.0585021972656,1.0,1,0.4550334420252655,-0.2568141771677053,-0.2120426973022841
3,219,325.1954345703125,0.9376790330923431,2,0.8861470857391538,-0.5919053715878742,-0.31340752375960135
4,1193,885.5485229492188,0.5225936493187398,0,-0.8033882909334399,0.4388797879790251,0.39014315766509755
5,146,283.2665100097656,0.6901535525986389,1,0.7651199687456576,-0.4928438865113019,-0.2903638071659645
6,386,421.3150634765625,0.6008035282030508,2,-0.055234448070745026,-0.10086175181908241,0.16893005105871725
7,170,297.16961669921875,0.35840521486584914,0,0.8831172335991537,-0.5888577074478349,-0.31344631329134515
8,142,281.2353820800781,0.458322941743525,1,-0.6091488663808209,0.6445965426687614,-0.04235765222010522
9,1035,794.55810546875,0.30101277329139775,2,-0.6654634084532497,0.01632610771281947,0.6997071640973959
10,243,339.2164306640625,0.29241596087066485,0,0.8729317700089817,-0.5834764032336992,-0.30830170317408484
11,1024,788.5425415039062,0.38323078983496656,1,-0.7123844876011799,0.31944853722150646,0.4215573618274753
12,3,201.05442810058594,0.29581123631478884,2,0.02198447471590326,-0.37950684535783774,0.3878713454617483
13,220,326.162109375,0.3291394000814922,0,0.8721399239851206,-0.579530258962275,-0.3117276026472295
14,97,255.23426818847656,0.3622599010357832,1,0.8428690007530304,-0.5227700316279279,-0.3417276469196671
15,988,767.544921875,0.2607412389361779,2,-0.7120221672095545,0.11415571380295517,0.6438051256839076
16,1195,886.5548706054688,0.19519634887543183,0,-0.8020831165422705,0.4400187564480335,0.3875008931811302
17,387,422.30218505859375,0.27666353775305985,1,-0.07756808323344926,-0.0815690019335268,0.1720843298850187
18,986,766.5382080078125,0.20851382801353588,2,-0.7078046114328895,0.07650156142130951,0.6800939439207705
19,1196,887.5458374023438,0.16828204724519558,0,-0.611343018052885,0.6466575167795913,-0.04222732385606471
20,152,286.9612121582031,0.27132484370023574,1,-0.07342621761342563,0.04655757528902708,0.028666917171831632
21,849,687.5488891601562,0.14574939735780207,2,-0.7031895063038429,0.1544464759962633,0.5905879463559935
22,1197,887.6048583984375,0.16772316566775505,0,-0.6104706557435245,0.6461035859436361,-0.042567053567043746
23,185,306.0580139160156,0.24835078371122438,1,0.2739420725160336,-0.09448942033607564,-0.19285431771967587
24,958,750.541748046875,0.1930982816845686,2,-0.7770384858308009,0.33475920811817667,0.4746542671715983
25,172,298.170166015625,0.1690349237868578,0,0.8463367710503978,-0.5613715106056083,-0.3036031434747157
26,873,701.5195922851562,0.24600093370504858,1,-0.6633726487695144,0.27533713460977954,0.4165578736072523
27,1063,810.5473022460938,0.21194091570768264,2,-0.5631447062839962,-0.029593355194704397,0.6392002480254056
28,139,279.24420166015625,0.20898916194647926,0,-0.653364300662709,0.7121184255294869,-0.06791747119895525
29,1062,810.4901733398438,0.2166938257866335,1,-0.560622855627266,-0.030529196534592518,0.6374964417303681
30,948,744.5575561523438,0.1287220910424065,2,-0.8036254375727095,0.5995558206793506,0.2161469888336889
31,196,312.174072265625,0.11479946911698256,0,0.8735967736033059,-0.5818499917657779,-0.3107824499400795
32,960,751.5471801757812,0.12623829496845138,1,-0.7745901423309735,0.3542995939796993,0.4508234073451129
33,382,419.2496337890625,0.12698196505846476,2,-0.6159112823744746,0.2124694985051261,0.4335708752461643
34,950,745.567138671875,0.10338713970529556,0,-0.7991901508742223,0.6052726961550771,0.20516555809513073
35,251,344.0001220703125,0.11783680552433477,1,0.25546657995238775,-0.1370671124971863,-0.12676138413811822
36,1031,792.5479125976562,0.0943738654546198,2,-0.7020894841551121,0.15240564567927495,0.5916153147670623
37,949,745.4839477539062,0.09227783700096512,0,-0.7989595892853042,0.5868366851248193,0.22491069920778492
38,955,748.5320434570312,0.11366229981302237,1,-0.8179770081856592,0.36833377611988166,0.4823773068478637
39,414,437.3153991699219,0.09107694310774571,2,0.01271823830221392,-0.05362205694795063,0.04444159182785385
40,910,722.5576171875,0.07928474821231431,0,-0.8180338953757476,0.46743021107120214,0.37496937099055444
41,909,722.495849609375,0.11348139593873798,1,-0.8176724167774433,0.4670803960961652,0.37495904507540273
42,182,304.22210693359375,0.08480787502686986,2,-0.7593394208451155,0.38385029855322916,0.40233464630442745
43,36,220.15469360351562,0.10430685207234723,0,0.22507586287395503,-0.0986761107957068,-0.13563294481314309
44,1026,789.5487670898438,0.1050713955459477,1,-0.7066988329428822,0.33865438847015356,0.39459927073430767
45,229,331.2549743652344,0.08425992442420283,2,-0.6362153853935523,0.25763729044981115,0.4064759177940585
46,1151,861.5554809570312,0.0712985837748853,0,-0.6543630152623818,0.6472962515846095,0.0034583192870054373
47,1198,888.5675048828125,0.09750667063163987,1,-0.56613422908332,0.7232468708156062,-0.17402584988829362
48,462,465.2956237792969,0.0815016511771295,2,-0.3785729268696045,0.5577110562325743,-0.19670687077039828
49,1146,858.5276489257812,0.06396719787515,0,-0.6347743301593192,0.6825023132542927,-0.055840235727922405
50,41,223.03485107421875,0.09617611579646271,1,0.5911092299048156,-0.36936192377994437,-0.23668411756718738
