rank,bin_index,mz,score,pcc_class_1,pcc_class_2
1,81356,584.1937866210938,1.5563831329345703,0.09780828475087135,-0.09780828475087135
2,79818,472.3997497558594,1.4468798637390137,-0.3209286873940493,0.32092868739404934
3,79786,470.3838806152344,1.4441535472869873,-0.33258780809095406,0.33258780809095423
4,82059,651.2006225585938,1.4365626573562622,0.23915586809431752,-0.23915586809431755
5,82266,679.2169799804688,1.4208362102508545,0.03324172103734419,-0.033241721037344206
6,81980,641.0986938476562,1.3657612800598145,0.19168128017815117,-0.19168128017815117
7,82590,714.5028076171875,1.361918568611145,-0.5777016518314241,0.5777016518314241
8,82577,713.4989013671875,1.3501105308532715,-0.6413601050275745,0.6413601050275745
9,82089,654.3250732421875,1.337221622467041,0.13769835358069885,-0.13769835358069887
10,82357,689.4902954101562,1.3034971952438354,0.14054761411181937,-0.14054761411181937
11,81805,620.8128051757812,1.2986741065979004,-0.3313580221271397,0.3313580221271397
12,82101,655.3739013671875,1.2972955703735352,0.09960754961967386,-0.09960754961967387
13,82225,672.3355102539062,1.292075753211975,0.08513995539737099,-0.085139955397371
14,82643,722.4288940429688,1.2674578428268433,0.2240529801961369,-0.2240529801961369
15,82602,715.514404296875,1.2542243003845215,-0.40808458068599585,0.40808458068599585
16,79831,473.4028625488281,1.2417900562286377,-0.15715802852617705,0.15715802852617705
17,82727,731.5413208007812,1.2299469709396362,-0.591647762671984,0.591647762671984
18,82791,737.9746704101562,1.225029706954956,0.011912757889201195,-0.011912757889201198
19,81580,604.8297119140625,1.2156833410263062,-0.29775487554689106,0.29775487554689106
20,82133,659.110107421875,1.2143094539642334,0.07662143765597935,-0.07662143765597938
21,81158,566.8956909179688,1.212450623512268,-0.2808536004872927,0.2808536004872927
22,82766,735.198486328125,1.2102314233779907,0.023046283262151652,-0.023046283262151652
23,82628,719.9299926757812,1.2071055173873901,-0.4923749546540613,0.4923749546540613
24,82249,675.8209228515625,1.2049413919448853,-0.6179717270114142,0.6179717270114142
25,82598,715.2801513671875,1.2041230201721191,0.05762201711259717,-0.05762201711259717
26,76733,356.78607177734375,1.2025916576385498,0.23779518485755738,-0.23779518485755738
27,77426,382.1860656738281,1.1960649490356445,-0.7294226492567023,0.7294226492567023
28,82102,655.4293212890625,1.1951615810394287,-0.518497129060031,0.5184971290600311
29,80921,548.780517578125,1.1934326887130737,-0.3572527915291031,0.3572527915291031
30,78834,423.95660400390625,1.193308711051941,-0.328179578074413,0.328179578074413
31,80551,523.5280151367188,1.1899515390396118,-0.4730820734819163,0.4730820734819163
32,81499,598.8429565429688,1.1899248361587524,-0.7617536860827704,0.7617536860827704
33,82618,717.4652099609375,1.1895805597305298,-0.41658995756948725,0.41658995756948725
34,82538,710.42333984375,1.1878494024276733,-0.3062612281231148,0.3062612281231148
