rank,bin_index,mz,score,pcc_class_0,pcc_class_1,pcc_class_2
1,156,289.02081298828125,1.859251856803894,0.21851934696182318,-0.12211527541936738,-0.10903648237988235
2,224,328.1268005371094,1.6626651287078857,0.035670822140932035,-0.014996612377229773,-0.022932677009775856
3,1326,962.0285034179688,1.6502406597137451,0.04733096212254658,-0.024213801455370318,-0.025942259788293214
4,783,649.748779296875,1.6233412027359009,0.024938133130536902,-0.012780594642635092,-0.013645150514241002
5,284,362.82464599609375,1.5763698816299438,0.14229151864590936,-0.061768526762562594,-0.08945462843633208
6,409,434.725830078125,1.5752109289169312,0.16844204771159352,-0.07396177407491131,-0.10501991645132137
7,1265,926.9701538085938,1.5733757019042969,0.027198565331892778,-0.010628105876490756,-0.01832459443342882
8,451,458.8489074707031,1.5608952045440674,0.020253066402010505,-0.001904563466046273,-0.019893709072470483
9,750,630.807861328125,1.539538025856018,0.033388754729746145,-0.013497744191640819,-0.02202644571760143
10,611,550.8753051757812,1.5348682403564453,0.03698292525957014,-0.013080938997534437,-0.02634165824599247
11,656,576.7169799804688,1.5341867208480835,0.10919862273499187,-0.046790405285368465,-0.06928697573841713
12,60,234.06954956054688,1.533616065979004,0.05144930128295329,-0.01849450011037942,-0.03633698083123849
13,1213,897.0823364257812,1.49440336227417,0.03527367546017391,-0.01903456486661077,-0.0183051939820805
14,312,378.9682922363281,1.4855562448501587,0.055222744032075416,-0.03560743255763034,-0.022618879951759128
15,380,418.190185546875,1.4811185598373413,0.04558381525721853,-0.023805240789952213,-0.0244800899871575
16,978,761.9159545898438,1.480372428894043,0.02221971896376971,-0.01057571992688257,-0.013001735395932456
17,1145,857.9615478515625,1.4615511894226074,0.04400905297080018,-0.03238351432961489,-0.013859841293957632
18,1121,844.1550903320312,1.459865927696228,0.04467312256515459,-0.023183711925853816,-0.024142758405071275
19,606,547.9805297851562,1.458977222442627,0.0004462715482783932,0.002268364065896459,-0.0028405707763022973
20,914,725.13623046875,1.4545412063598633,0.04400007600641326,-0.023689778694813122,-0.02288965039192842
21,163,293.13140869140625,1.453665018081665,0.053084114222483256,-0.03294246399461676,-0.023080045036402076
22,585,535.9121704101562,1.4499001502990723,0.05795816636186481,-0.02869723201974909,-0.03275826623382393
23,769,641.7212524414062,1.4415534734725952,0.030482763613210267,-0.019972275482947496,-0.01215583593698391
24,886,709.0304565429688,1.4384182691574097,0.25135924294997036,-0.1392493674903275,-0.12668916803409858
25,1004,776.7529296875,1.4382379055023193,0.04327192427073764,-0.015107241618824112,-0.031027104374632162
26,480,475.4119567871094,1.4378427267074585,0.033832816411694756,-0.00878941830018879,-0.027401634209960467
27,812,666.515625,1.4375267028808594,0.01677448462807623,0.006306062447018346,-0.024673899379744044
28,388,422.373046875,1.436267375946045,0.026177255791346304,-0.01487580570661855,-0.012804904200496292
29,131,274.90264892578125,1.4362082481384277,0.014320865998055559,-0.013693698358718958,-0.001228710228903046
30,708,606.5274658203125,1.4332860708236694,0.025756036632014104,-0.009430855434093475,-0.018011480618093514
31,5,202.34579467773438,1.427860975265503,0.05735323063605463,-0.03361379991521127,-0.02699280389412396
32,710,607.8067016601562,1.4250459671020508,0.05181045761958924,-0.021614522300863345,-0.033482930022846594
33,499,486.4139709472656,1.4243028163909912,0.03916776180316873,-0.03220844036508196,-0.00881311427754956
34,966,755.0186157226562,1.4242995977401733,0.04571330716397416,-0.024464847964203458,-0.023934104587038128
35,55,231.13644409179688,1.4195961952209473,0.04266547840784075,-0.029166021513790007,-0.01575419324843278
36,1126,847.0421752929688,1.414933443069458,0.035108830437253276,-0.014511520023910549,-0.022830091820943445
37,670,584.852783203125,1.4106695652008057,0.025046472906074646,-0.022784802627803098,-0.0033600640283556653
38,1183,879.7385864257812,1.4050142765045166,0.050407467709385666,-0.03812674130370709,-0.01479870566945494
39,560,521.4664916992188,1.4031827449798584,0.031305037563288486,-0.016302189168637987,-0.016859974289918454
40,470,469.8408508300781,1.3967108726501465,0.012726600255661948,-0.0004911870741199421,-0.01323445144088651
41,602,545.6829223632812,1.3919919729232788,0.04430605888489066,-0.027598683708354912,-0.01915575189593765
42,529,503.72479248046875,1.390028715133667,-0.00024999465453277517,-0.009706283943206447,0.010362327089788126
43,739,624.4685668945312,1.3884419202804565,0.01697371942132748,-0.003347911293580626,-0.014851146524357716
44,68,238.5836181640625,1.3863273859024048,0.04914128438706244,-0.024952698071229136,-0.027129187099256463
45,771,642.880126953125,1.3833281993865967,0.062486446879367996,-0.028467810384940482,-0.03788751405793027
46,299,371.4053039550781,1.3819420337677002,0.04062463578257751,-0.022465047307374007,-0.02051749834149216
47,353,402.458984375,1.3798710107803345,0.037753610207926565,-0.02045296894593183,-0.01950879326914972
48,561,522.1592407226562,1.3716099262237549,0.03552256522462589,-0.020933800059180385,-0.016599231712391898
49,315,380.6630554199219,1.3711506128311157,0.05392311793926514,-0.028266643496698565,-0.028847986557355532
50,1313,954.5906982421875,1.370565414428711,0.055799204372434685,-0.02971827780006731,-0.029364856648521113
