loss
8.397254595802160911e+05
6.877992772236076416e+05
6.526655008312552236e+05
6.373454112115544267e+05
6.283286168433084385e+05
6.214564060681628762e+05
6.150105360556941014e+05
6.119939740752285579e+05
6.080936372090607183e+05
6.058058310993349878e+05
6.037323413861180888e+05
6.021973089152119355e+05
6.006507468308395473e+05
5.996376799147963757e+05
5.985363871051537571e+05
5.987667649625935592e+05
5.978847593516209163e+05
5.961408105777223827e+05
5.950664056005819002e+05
5.940358429447215749e+05
5.937539568786367308e+05
5.926125481608478585e+05
5.919018525561097777e+05
5.915800791770573705e+05
5.911216733686616644e+05
5.907593328137987992e+05
5.901015948150457116e+05
5.897226655236907536e+05
5.893831644846217241e+05
5.883996756546134129e+05
5.889374804135494633e+05
5.882112478699085768e+05
5.876261189214463811e+05
5.876499083541147411e+05
5.869304177576891379e+05
5.866402807564422255e+05
5.862137975893599214e+05
5.865269532938486664e+05
5.855048606088943779e+05
5.853358259039900731e+05
5.852088585827099159e+05
5.845957103595178341e+05
5.850133154613466468e+05
5.844741858374895528e+05
5.839377094243557658e+05
5.842405046758104581e+05
5.831813759871155489e+05
5.829521019326683600e+05
5.830743532834580401e+05
5.828976862531171646e+05
5.819954057564422255e+05
5.822692675602659583e+05
5.815838225789692951e+05
5.809610953345801681e+05
5.809640536679135403e+05
5.804729544368246570e+05
5.803638341645884793e+05
5.800224416562760016e+05
5.802057334788029548e+05
5.796781368453865871e+05
5.795209270573565736e+05
5.795424301745635457e+05
5.790514930382377934e+05
5.790254140170407481e+05
5.790715235349127324e+05
5.788566938383209053e+05
5.787740024937655544e+05
5.784720404197839089e+05
5.783987335827099159e+05
5.779599445137156872e+05
5.779599581774729304e+05
5.780790886845386121e+05
5.775370418225270696e+05
5.773380070656691678e+05
5.772214104322526837e+05
5.772414641521197045e+05
5.770425196903574979e+05
5.770090579800498672e+05
5.767738311512884684e+05
5.769477411679135403e+05
5.767829973503741203e+05
5.766955653054863214e+05
5.764502665211970452e+05
5.772982633000831120e+05
5.770174924667497398e+05
5.766960743453865871e+05
5.761124423836242640e+05
5.758806713944305666e+05
5.759804934019119246e+05
5.756137585723191733e+05
5.756073926122194389e+05
5.753122164900249336e+05
5.753060833852867363e+05
5.751439144846217241e+05
5.751257477140482515e+05
5.753334406691604527e+05
5.751493206566915615e+05
5.749804732439734507e+05
5.749359027431420982e+05
5.747729748025769368e+05
