rank,bin_index,mz,score,pcc_class_0,pcc_class_1,pcc_class_2
1,134,276.5359191894531,3.4690778255462646,0.007834144321885774,-0.0020188216561677413,-0.006362035691518707
2,595,541.6571655273438,3.39888334274292,0.03654639441754728,-0.01679188977326361,-0.02201164623216833
3,769,641.7212524414062,3.395620107650757,0.030482763613210267,-0.019972275482947496,-0.01215583593698391
4,529,503.72479248046875,3.3683247566223145,-0.00024999465453277517,-0.009706283943206447,0.010362327089788126
5,708,606.5274658203125,3.365760326385498,0.025756036632014104,-0.009430855434093475,-0.018011480618093514
6,18,209.8719024658203,3.336946487426758,0.05409763249138793,-0.033554410358835225,-0.023538395460426527
7,1213,897.0823364257812,3.2969212532043457,0.03527367546017391,-0.01903456486661077,-0.0183051939820805
8,719,613.0114135742188,3.2285733222961426,0.025136414574230465,-0.007365401151155286,-0.01948986901139218
9,156,289.02081298828125,3.2035131454467773,0.21851934696182318,-0.12211527541936738,-0.10903648237988235
10,120,268.3983154296875,3.2008628845214844,0.05786011948180302,-0.0318012133297485,-0.02942493872651942
11,1265,926.9701538085938,3.186210870742798,0.027198565331892778,-0.010628105876490756,-0.01832459443342882
12,418,439.89166259765625,3.180384635925293,0.02681948042542283,-0.006772157468521319,-0.021924477372646037
13,859,693.4707641601562,3.1767139434814453,0.04121307699876047,-0.008776256543785449,-0.03538625940938132
14,1222,902.318359375,3.1579222679138184,0.03131173436200701,-0.02673322234879525,-0.006021308860992073
15,364,408.8199462890625,3.088740348815918,0.046278907459693576,-0.02692281643988297,-0.021989245456770973
16,527,502.55059814453125,3.086587905883789,0.02646866326475222,-0.015478410440326332,-0.012493062836803391
17,291,366.8327941894531,3.0829272270202637,-0.003446732269214412,0.022876681430875328,-0.02006394554187709
18,921,729.14306640625,3.0774917602539062,-0.0019513884013884024,-0.004158807342053397,0.00643178004719976
19,815,668.1683349609375,3.076037883758545,0.025245848689172897,-0.010396323386587641,-0.016456593040845655
20,1206,893.0498657226562,3.06693696975708,0.047899074093230534,-0.037754544638263665,-0.01247655243440793
21,433,448.49560546875,3.0633292198181152,0.02375537451800979,-0.030045269435843597,0.0055835989272421185
22,85,248.3438262939453,3.0272040367126465,0.026113735305090518,-0.007719772198573774,-0.020176944477348708
23,750,630.807861328125,3.024195909500122,0.033388754729746145,-0.013497744191640819,-0.02202644571760143
24,137,278.2148132324219,3.0035157203674316,-0.04951222185823126,0.02637715365701409,0.026048703259432263
25,561,522.1592407226562,3.002443313598633,0.03552256522462589,-0.020933800059180385,-0.016599231712391898
26,218,324.9606628417969,2.999140739440918,0.029029298342070516,-0.01184797472702113,-0.019033464511288033
27,770,642.3085327148438,2.9912095069885254,0.049841980846567206,-0.030788741304450563,-0.021817808372231143
28,650,573.406005859375,2.981691360473633,0.013945017991979171,-0.0064848674531522744,-0.008318323108846592
29,760,636.5006713867188,2.9754443168640137,-0.009900037132351436,0.0052233054549794275,0.005261339161903639
30,87,249.5031280517578,2.958960771560669,0.05561229897030717,-0.035910997962261326,-0.022723974066145333
31,1268,928.7342529296875,2.958951234817505,0.03693351250594894,-0.02547331811476434,-0.013403039576054673
32,797,657.7114868164062,2.9505929946899414,0.035881020471157134,-0.0161492000864453,-0.02196126992411166
33,333,391.1434326171875,2.9455182552337646,0.059898281271682605,-0.04508343293633225,-0.017815742299441686
34,23,212.72576904296875,2.942399501800537,0.002752688429273435,-0.016486911611692953,0.014169632248131805
35,881,706.1552734375,2.928365468978882,0.037838990449203545,-0.024427470719399786,-0.015468430510396891
36,994,771.1267700195312,2.914949417114258,0.05659548141812987,-0.030411272610362857,-0.029504307021110322
37,1218,899.9465942382812,2.907414436340332,0.03522570825911282,-0.014547689165055996,-0.02291871629581319
38,1013,782.0546264648438,2.9055957794189453,0.04052967247480893,-0.03126609252705778,-0.01126385258646955
39,914,725.13623046875,2.903459072113037,0.04400007600641326,-0.023689778694813122,-0.02288965039192842
40,279,359.921875,2.9019312858581543,0.057282458240681004,-0.03300527654945272,-0.02754909290014035
41,1061,809.5823974609375,2.899951934814453,0.0020151506661187928,-0.0024438669268133984,0.00036463155285500773
42,312,378.9682922363281,2.8978614807128906,0.055222744032075416,-0.03560743255763034,-0.022618879951759128
43,1100,832.07861328125,2.895181179046631,0.03931022490234904,-0.026711158678812186,-0.014682900029271065
44,1407,1008.6483764648438,2.8837788105010986,0.03874994243420856,-0.023551044494018732,-0.017363574180766627
45,329,388.7478942871094,2.880408525466919,0.048766798625470044,-0.032125306468353834,-0.019266850622271642
46,299,371.4053039550781,2.876537799835205,0.04062463578257751,-0.022465047307374007,-0.02051749834149216
47,473,471.4683532714844,2.8648123741149902,0.0309635501014035,-0.02243265858243486,-0.010116864264802362
48,1276,933.4923706054688,2.863633394241333,0.0414959087144489,-0.027725244006574636,-0.015989097391434785
49,1011,780.818359375,2.8626537322998047,0.03481117767747435,-0.013948215289281255,-0.023094325010495038
50,907,721.0906372070312,2.8544325828552246,0.015612791438264455,-0.017805393161387472,0.001651190944972481
