mz_peak
2.010536804199218750e+02
2.651343688964843750e+02
2.792301940917968750e+02
2.812190856933593750e+02
2.832636718750000000e+02
2.981743469238281250e+02
3.121794433593750000e+02
3.131817321777343750e+02
3.251947326660156250e+02
3.271958312988281250e+02
3.392293395996093750e+02
3.691240234375000000e+02
3.831238098144531250e+02
4.092870178222656250e+02
4.192470397949218750e+02
4.213130493164062500e+02
4.373089904785156250e+02
4.732813110351562500e+02
6.875450439453125000e+02
7.005200805664062500e+02
7.015199584960937500e+02
7.224935913085937500e+02
7.485300903320312500e+02
7.505379638671875000e+02
7.515447998046875000e+02
7.945537109375000000e+02
8.105480346679687500e+02
8.876044921875000000e+02
