rank,bin_index,mz,score,pcc_class_1,pcc_class_2
1,76873,367.13946533203125,1.794849157333374,-0.37133746669698897,0.3713374666969891
2,81331,582.8694458007812,1.7890088558197021,-0.21613715326649463,0.21613715326649466
3,81886,629.8764038085938,1.788445234298706,-0.27098375653909984,0.27098375653909984
4,81449,591.9075317382812,1.7872806787490845,-0.31469424165223137,0.31469424165223137
5,81199,569.9390258789062,1.7862107753753662,-0.15609595592647754,0.1560959559264774
6,82786,737.4522094726562,1.7842687368392944,0.02030635461615732,-0.02030635461615732
7,81144,565.9114990234375,1.7835054397583008,-0.23956620424054328,0.23956620424054328
8,81450,591.9207153320312,1.7818082571029663,-0.15385371910892878,0.1538537191089288
9,81607,606.9000854492188,1.745486855506897,-0.2140734305052832,0.21407343050528327
10,81184,568.9442749023438,1.7441519498825073,-0.2326880146448733,0.23268801464487335
11,82249,675.8209228515625,1.743779182434082,-0.002243935299907913,0.0022439352999079156
12,81581,604.8511962890625,1.7431384325027466,-0.1719525044985975,0.17195250449859714
13,81564,603.8670043945312,1.7267484664916992,-0.1848195165700386,0.18481951657003864
14,81870,627.8667602539062,1.7234599590301514,-0.3142798871476651,0.31427988714766514
15,81439,590.9256591796875,1.7180227041244507,-0.2538305463936562,0.2538305463936562
16,78956,427.0773010253906,1.7160816192626953,-0.4179696126766574,0.41796961267665744
17,81815,621.8612060546875,1.7133369445800781,-0.11923957645909386,0.11923957645909386
18,82569,712.5859375,1.7059388160705566,0.07250609895799297,-0.07250609895799298
19,81183,568.9298095703125,1.703310251235962,-0.20321587054373058,0.2032158705437306
20,82020,645.8501586914062,1.695298433303833,-0.15302829793438547,0.15302829793438547
21,81158,566.8956909179688,1.6866419315338135,-0.16625431777683627,0.1662543177768363
22,80632,527.9551391601562,1.686640977859497,-0.22043868128254035,0.22043868128254035
23,82003,643.8405151367188,1.684898018836975,-0.2621146678060987,0.26211466780609877
24,80830,543.9293212890625,1.670708417892456,-0.26040157741304837,0.2604015774130484
25,81618,607.8950805664062,1.6604747772216797,-0.2989070470217502,0.29890704702175025
26,81321,581.885498046875,1.6588337421417236,-0.22734862817457135,0.2273486281745714
27,80946,550.9215087890625,1.6565096378326416,-0.04290124407055795,0.04290124407055796
28,81366,584.9180297851562,1.6455103158950806,-0.12165979529412553,0.12165979529412554
29,79550,456.8948974609375,1.6433627605438232,-0.09192583688123802,0.09192583688123804
30,81829,622.945068359375,1.64158034324646,-0.09723960817500704,0.09723960817500706
