loss
152481.5
128484.984375
127265.1953125
126942.7265625
126597.5703125
126516.765625
126443.1640625
126243.015625
126090.4296875
126033.9765625
125877.8984375
125738.4921875
125649.2890625
125649.5703125
125497.578125
125411.796875
125385.2890625
125277.6484375
125186.7265625
125126.3203125
125094.859375
125001.5
124937.5859375
124933.5625
124829.6953125
124843.0390625
124726.859375
124682.5390625
124652.1484375
124617.4375
124579.2421875
124515.3515625
124484.0859375
124442.2109375
124385.859375
124383.375
124344.640625
124296.5859375
124265.640625
124232.671875
124209.9375
124193.0546875
124158.0859375
124166.25
124133.3359375
124100.3125
124089.421875
124074.234375
124067.7734375
124057.1796875
124018.625
124045.3515625
124031.4375
123994.453125
124005.1484375
123987.8203125
123989.2109375
123985.7265625
123979.359375
123969.1484375
123939.5859375
123934.9921875
123937.2890625
123908.3828125
123928.6875
123904.8203125
123892.5078125
123884.6796875
123886.171875
123866.9140625
123898.5234375
123880.8515625
123846.8359375
123860.359375
123844.859375
123860.6875
123839.578125
123812.2734375
123810.5625
123805.328125
123818.203125
123788.125
123792.5859375
123796.265625
123797.875
123800.703125
123770.2734375
123777.6953125
123771.609375
123766.2578125
123756.75
123757.828125
123753.0859375
123763.609375
123745.5703125
123738.7109375
123748.9609375
123740.734375
123723.4765625
123719.0546875
