rank,bin_index,mz,score,pcc_class_1,pcc_class_2
1,76873,367.13946533203125,1.0181939601898193,-0.37133746669698897,0.3713374666969891
2,82114,656.9392700195312,1.000740647315979,0.05737072474490186,-0.05737072474490187
3,78956,427.0773010253906,0.987240195274353,-0.4179696126766574,0.41796961267665744
4,80566,524.310791015625,0.9784666895866394,-0.2452777711890955,0.24527777118909547
5,78550,411.10333251953125,0.9651100635528564,-0.37169057371484937,0.3716905737148494
6,81449,591.9075317382812,0.9505099654197693,-0.31469424165223137,0.31469424165223137
7,82105,655.9359130859375,0.9492855072021484,0.3943126807989653,-0.3943126807989653
8,81795,619.97802734375,0.9449945688247681,0.3106610407920665,-0.31066104079206647
9,81886,629.8764038085938,0.9359145760536194,-0.27098375653909984,0.27098375653909984
10,81407,587.8931274414062,0.9210135340690613,-0.1714915590726326,0.17149155907263264
11,12,102.8653335571289,0.919822096824646,-0.21526623554247268,0.2152662355424727
12,81228,573.9361572265625,0.9165638089179993,-0.4490283943064464,0.44902839430644653
13,82461,703.9566040039062,0.915436863899231,-0.2897305695802329,0.28973056958023297
14,81144,565.9114990234375,0.9132121205329895,-0.23956620424054328,0.23956620424054328
15,76362,308.109619140625,0.9113591313362122,-0.320914202891026,0.320914202891026
16,73924,232.47451782226562,0.9104266166687012,-0.3982023249733798,0.3982023249733799
17,78371,407.9826354980469,0.9080258011817932,-0.028988415925967095,0.0289884159259671
18,82786,737.4522094726562,0.9078171253204346,0.02030635461615732,-0.02030635461615732
19,9,102.69697570800781,0.9073069095611572,-0.17226999872511875,0.17226999872511878
20,81738,616.9649658203125,0.90596604347229,-0.24792839604347075,0.24792839604347078
21,81870,627.8667602539062,0.9043148756027222,-0.3142798871476651,0.31427988714766514
22,81331,582.8694458007812,0.9018775820732117,-0.21613715326649463,0.21613715326649466
23,82513,708.7687377929688,0.8983058333396912,0.03653545204010785,-0.03653545204010785
24,81618,607.8950805664062,0.8947505354881287,-0.2989070470217502,0.29890704702175025
25,76369,308.55926513671875,0.8944992423057556,-0.23201757636055284,0.2320175763605529
26,80830,543.9293212890625,0.8934661746025085,-0.26040157741304837,0.2604015774130484
27,82569,712.5859375,0.8933399319648743,0.07250609895799297,-0.07250609895799298
28,81712,615.8724365234375,0.8909333944320679,-0.1701381935103685,0.17013819351036852
29,82442,701.9269409179688,0.8899184465408325,-0.24413352281998477,0.24413352281998482
30,82195,666.191650390625,0.8885642886161804,-0.23973403010429878,0.2397340301042988
31,81739,617.011474609375,0.8876837491989136,-0.24919924396417645,0.24919924396417645
32,80167,496.1300964355469,0.8874771595001221,-0.26439030733062646,0.26439030733062646
33,81607,606.9000854492188,0.8854891657829285,-0.2140734305052832,0.21407343050528327
34,79261,441.17620849609375,0.8851801753044128,-0.39828576876060723,0.3982857687606073
35,78270,405.0953063964844,0.884766697883606,-0.48882273983205593,0.48882273983205604
36,82003,643.8405151367188,0.8833823800086975,-0.2621146678060987,0.26211466780609877
37,81346,583.905517578125,0.881596565246582,-0.17090415238452578,0.1709041523845258
38,76376,308.6207275390625,0.8812764286994934,-0.2793417467574644,0.27934174675746437
39,81722,616.4320678710938,0.8812522888183594,-0.2524953481273917,0.25249534812739177
40,81617,607.882080078125,0.8792233467102051,-0.24951942430271085,0.24951942430271087
41,76363,308.12164306640625,0.8792198896408081,-0.25731740114007573,0.25731740114007573
42,82611,716.7217407226562,0.8766699433326721,0.06337932381041421,-0.06337932381041424
43,80196,497.1501770019531,0.8751875162124634,-0.21591883167649567,0.21591883167649567
44,81815,621.8612060546875,0.8743655681610107,-0.11923957645909386,0.11923957645909386
45,82444,702.071533203125,0.8734503388404846,0.343229508205653,-0.34322950820565307
46,82200,667.199462890625,0.8731744289398193,-0.3043707898486474,0.30437078984864735
47,81184,568.9442749023438,0.8724744915962219,-0.2326880146448733,0.23268801464487335
48,81781,618.983642578125,0.8693109154701233,0.3088033937680414,-0.30880339376804145
49,81454,592.1551513671875,0.8690963983535767,-0.15504912550577454,0.15504912550577457
50,82059,651.2006225585938,0.867272138595581,0.24130073103034047,-0.24130073103034047
