component,rank,bin_index,mz,combined_absolute_ig,central_absolute_ig,context_absolute_ig,central_signed_ig,context_signed_ig,first_layer_combined_l2
0,1,219,325.1968688964844,0.11803876608610153,0.11803876608610153,0.0,0.11803876608610153,0.0,0.5371647477149963
0,2,386,421.3142395019531,0.11283913999795914,0.11283913999795914,0.0,0.06350021064281464,0.0,0.49100857973098755
0,3,194,311.1901550292969,0.07462015002965927,0.07462015002965927,0.0,0.07462015002965927,0.0,0.5024515986442566
0,4,1193,885.548095703125,0.07019483298063278,0.07019483298063278,0.0,0.07019483298063278,0.0,0.6977761387825012
0,5,146,283.2667541503906,0.04649403318762779,0.04649403318762779,0.0,-0.03746962174773216,0.0,0.593970537185669
0,6,255,346.05865478515625,0.041298821568489075,0.041298821568489075,0.0,0.041298821568489075,0.0,0.7766686677932739
0,7,97,255.2321319580078,0.03822518512606621,0.03822518512606621,0.0,0.03822518512606621,0.0,0.624884307384491
0,8,243,339.2188415527344,0.030427100136876106,0.030427100136876106,0.0,0.030427100136876106,0.0,0.5965896248817444
0,9,1195,886.554443359375,0.02643098682165146,0.02643098682165146,0.0,0.02643098682165146,0.0,0.6497732400894165
0,10,870,699.6401977539062,0.02600153535604477,0.02600153535604477,0.0,0.02600153535604477,0.0,0.7005600929260254
0,11,387,422.3006896972656,0.025576151907444,0.025576151907444,0.0,0.015080556273460388,0.0,0.5618837475776672
0,12,909,722.4953002929688,0.020160716027021408,0.020160716027021408,0.0,0.020160716027021408,0.0,0.6203145384788513
0,13,220,326.1615905761719,0.019858190789818764,0.019858190789818764,0.0,0.019858190789818764,0.0,0.5327675342559814
0,14,142,281.2320861816406,0.019284913316369057,0.019284913316369057,0.0,0.008886661380529404,0.0,0.5914900302886963
0,15,3,201.0541534423828,0.016895651817321777,0.016895651817321777,0.0,-0.01633804850280285,0.0,0.5846896767616272
0,16,196,312.17584228515625,0.0166208203881979,0.0166208203881979,0.0,0.0166208203881979,0.0,0.5000722408294678
0,17,910,722.5616455078125,0.016575120389461517,0.016575120389461517,0.0,0.016575120389461517,0.0,0.6194602847099304
0,18,986,766.53759765625,0.014826028607785702,0.014826028607785702,0.0,0.013771899044513702,0.0,0.7231160402297974
0,19,36,220.15255737304688,0.013392242603003979,0.013392242603003979,0.0,0.012461637146770954,0.0,0.9004437923431396
0,20,41,223.0374755859375,0.011735313571989536,0.011735313571989536,0.0,0.011735313571989536,0.0,0.6376571655273438
0,21,1196,887.544189453125,0.00955579336732626,0.00955579336732626,0.0,0.009254016913473606,0.0,0.6808328032493591
0,22,170,297.1830139160156,0.009048347361385822,0.009048347361385822,0.0,0.009015250951051712,0.0,0.510888397693634
0,23,958,750.5391235351562,0.008910203352570534,0.008910203352570534,0.0,0.008910203352570534,0.0,0.663836658000946
0,24,1024,788.54150390625,0.008528151549398899,0.008528151549398899,0.0,0.008126678876578808,0.0,0.7760263085365295
0,25,1122,844.57958984375,0.008423317223787308,0.008423317223787308,0.0,0.007662481162697077,0.0,1.0822075605392456
0,26,340,395.24664306640625,0.008044741116464138,0.008044741116464138,0.0,0.008044741116464138,0.0,0.6702244877815247
0,27,1035,794.556396484375,0.007925127632915974,0.007925127632915974,0.0,0.007821232080459595,0.0,0.728739857673645
0,28,159,291.0244445800781,0.007878690958023071,0.007878690958023071,0.0,0.007878690958023071,0.0,0.706047534942627
0,29,1197,887.6090698242188,0.007819089107215405,0.007819089107215405,0.0,0.0075613632798194885,0.0,0.6620185375213623
0,30,27,215.04461669921875,0.007161632180213928,0.007161632180213928,0.0,0.0047032712027430534,0.0,0.7663038969039917
0,31,960,751.5465698242188,0.006943083833903074,0.006943083833903074,0.0,0.006943083833903074,0.0,0.6538915634155273
0,32,139,279.2467346191406,0.006612684577703476,0.006612684577703476,0.0,-0.001627724152058363,0.0,0.6476780772209167
0,33,144,282.25048828125,0.006609117146581411,0.006609117146581411,0.0,0.005505682900547981,0.0,0.6419837474822998
0,34,231,332.2730712890625,0.00658054044470191,0.00658054044470191,0.0,0.0050337486900389194,0.0,0.8667924404144287
0,35,365,409.3140869140625,0.006552127655595541,0.006552127655595541,0.0,0.006552127655595541,0.0,0.5668487548828125
0,36,671,585.3358154296875,0.006454567890614271,0.006454567890614271,0.0,0.006454567890614271,0.0,0.7674955129623413
0,37,476,473.2784729003906,0.006367688532918692,0.006367688532918692,0.0,0.006367688532918692,0.0,0.6854594349861145
0,38,245,340.23101806640625,0.006151294801384211,0.006151294801384211,0.0,0.006151294801384211,0.0,0.6888360381126404
0,39,950,745.5712890625,0.005963486153632402,0.005963486153632402,0.0,0.005737026687711477,0.0,0.6376354694366455
0,40,866,697.5653686523438,0.005942121613770723,0.005942121613770723,0.0,0.005942121613770723,0.0,0.8363216519355774
0,41,1235,909.566162109375,0.005563793238252401,0.005563793238252401,0.0,0.0016910653794184327,0.0,1.1075377464294434
0,42,1082,821.5511474609375,0.005561597645282745,0.005561597645282745,0.0,0.00452185794711113,0.0,0.9227316975593567
0,43,147,284.2462463378906,0.005477996077388525,0.005477996077388525,0.0,-0.00344641855917871,0.0,0.5952657461166382
0,44,592,540.024169921875,0.005310042295604944,0.005310042295604944,0.0,0.004913120996206999,0.0,1.0614651441574097
0,45,222,327.2118835449219,0.005211865529417992,0.005211865529417992,0.0,0.004686613101512194,0.0,0.7251558899879456
0,46,988,767.5443725585938,0.005168387200683355,0.005168387200683355,0.0,0.004506186116486788,0.0,0.680654764175415
0,47,358,405.2850341796875,0.005094191525131464,0.005094191525131464,0.0,0.003533431561663747,0.0,0.8951820731163025
0,48,911,723.5088500976562,0.004912897478789091,0.004912897478789091,0.0,0.004912897478789091,0.0,0.6079617142677307
0,49,1076,818.5115966796875,0.0048569138161838055,0.0048569138161838055,0.0,0.0038685130421072245,0.0,0.8756895661354065
