rank,bin_index,mz,score,source_component,pcc_class_1,pcc_class_2
1,81717,616.1770629882812,1.0,0,-0.5248294455562708,0.5248294455562709
2,81741,617.1803588867188,0.4797239573976478,1,-0.5111221388520459,0.511122138852046
3,82576,713.4511108398438,0.6727830308108187,0,0.7400948331231524,-0.7400948331231525
4,81742,617.1839599609375,0.386985649193075,1,-0.5065217757650217,0.5065217757650218
5,80960,551.50341796875,0.4488161226415478,0,0.6785989187476664,-0.6785989187476663
6,81018,557.1637573242188,0.2959676952232684,1,-0.5203914244539605,0.5203914244539605
7,81268,577.518798828125,0.3846258794746998,0,0.6009940257818416,-0.6009940257818416
8,79415,449.0477600097656,0.22270706646873126,1,-0.6179131552852114,0.6179131552852115
9,82539,710.488525390625,0.3330323382143391,0,0.6739868083235718,-0.6739868083235719
10,79889,478.3293762207031,0.3224951911330646,1,0.6280260529289174,-0.6280260529289176
11,82420,697.4774780273438,0.29243859611511935,0,0.6019939087777652,-0.6019939087777653
12,82758,734.5697631835938,0.19979713418489348,1,0.711632029840975,-0.7116320298409752
13,82589,714.4548950195312,0.2902226274763471,0,0.7473838259209445,-0.7473838259209447
14,82380,694.5144653320312,0.16297807939752085,1,0.5397878107309575,-0.5397878107309574
15,78453,409.0555419921875,0.25864972032870037,0,-0.25913344069914396,0.259133440699144
16,82063,651.5342407226562,0.19274348007040232,1,0.7397154844507319,-0.739715484450732
17,80180,496.33990478515625,0.16634848961222187,0,0.316317545577986,-0.3163175455779861
18,82455,703.5741577148438,0.1425663483507875,1,-0.6769263333136928,0.6769263333136929
19,80978,552.5068969726562,0.15774712668948024,0,0.6761033760543317,-0.6761033760543318
20,82672,725.5563354492188,0.13928951377807036,1,-0.7002216621529015,0.7002216621529016
21,81284,578.5226440429688,0.13820359873841373,0,0.6015568812406326,-0.6015568812406326
22,80569,524.370849609375,0.11985343850673637,1,-0.1283103461048444,0.12831034610484443
23,81296,579.53466796875,0.12677003288667993,0,0.7249405725341926,-0.7249405725341926
24,81766,618.1878662109375,0.11957919201212841,1,-0.48968700935125287,0.48968700935125287
25,81869,627.5347290039062,0.12617481167333508,0,0.633214827562857,-0.6332148275628571
26,80276,502.9778137207031,0.10680259366618147,1,-0.34753954498988204,0.34753954498988204
27,78452,409.0516357421875,0.12279578289410435,0,-0.08274101006717056,0.08274101006717054
28,80212,498.1500244140625,0.0989270982864307,1,-0.5053167232253131,0.5053167232253131
29,78836,423.98193359375,0.11706407142211221,0,0.3338235087411838,-0.3338235087411838
30,82300,682.45703125,0.09058791136565707,1,-0.6694348047850857,0.6694348047850858
31,77564,386.02606201171875,0.1150867773270358,0,0.2245078081773073,-0.2245078081773073
32,80195,497.1420593261719,0.0902774424798231,1,-0.5043455101909248,0.5043455101909249
33,82551,711.4911499023438,0.11105739837338137,0,0.6760891569437907,-0.6760891569437908
34,81029,558.1666870117188,0.0899469067773105,1,-0.5206484764053574,0.5206484764053575
35,78026,399.1444091796875,0.10864185105287358,0,-0.5211072414110623,0.5211072414110625
36,81095,562.3269653320312,0.08944752387532488,1,-0.2648110863577698,0.2648110863577698
37,81763,617.9797973632812,0.1052415359053056,0,0.36933020856086496,-0.369330208560865
38,78088,400.3420104980469,0.08374155774214756,1,-0.22962664213345746,0.2296266421334575
39,82426,698.4815063476562,0.10248834457462093,0,0.6024872478517864,-0.6024872478517864
40,82651,723.4937744140625,0.083077851610047,1,0.3774871620594534,-0.3774871620594534
41,79668,465.0216979980469,0.10189924964488811,0,-0.5221559706551716,0.5221559706551716
42,80272,502.3290100097656,0.08203318232466586,1,-0.5885614139390185,0.5885614139390185
43,81301,580.0238037109375,0.10187740151076735,0,0.38685152587904204,-0.386851525879042
44,79421,449.2068176269531,0.08146537310962418,1,-0.026196152169140414,0.026196152169140407
45,81118,564.2484130859375,0.09495564236641985,0,0.7683035940316644,-0.7683035940316646
46,79665,464.9471130371094,0.07852161195135077,1,-0.5969998057977056,0.5969998057977057
47,78162,402.0212097167969,0.08912424024214352,0,0.4672959889797055,-0.4672959889797055
48,82079,652.5381469726562,0.08828191040692067,1,0.7410344781508665,-0.7410344781508666
49,81508,599.5027465820312,0.0873304613639661,0,0.48576832823707866,-0.4857683282370788
50,82728,731.6066284179688,0.0816011184179801,1,0.6307097966644801,-0.6307097966644801
51,78454,409.0606689453125,0.08357256711233621,0,-0.15057652560751775,0.15057652560751775
52,78503,410.0587158203125,0.07182844013454837,1,-0.21241037983957106,0.21241037983957103
53,79926,480.9211120605469,0.0811315657286919,0,-0.5237547834114679,0.523754783411468
54,81245,575.5029907226562,0.07106381272212894,1,-0.4774028592618597,0.4774028592618597
55,79906,479.33251953125,0.07897565288874846,0,0.6265838667365297,-0.6265838667365297
56,80920,548.540283203125,0.07879671530384211,1,0.657268178674752,-0.657268178674752
57,81540,602.0059814453125,0.07479564479081877,0,0.1708698099668008,-0.17086980996680082
58,81372,585.0634155273438,0.06741819294976445,1,-0.6673049753141956,0.6673049753141957
59,80589,525.9302368164062,0.07436397333476984,0,-0.2974014209273516,0.29740142092735156
60,78932,426.3575744628906,0.06729059761083765,1,-0.22692208266180758,0.22692208266180755
61,76863,366.9617614746094,0.07258623514714042,0,-0.15547290736932223,0.1554729073693222
62,80509,520.3392944335938,0.0667354258948493,1,-0.5789472771618441,0.5789472771618442
63,82601,715.4579467773438,0.06971542979910587,0,0.7526491204992178,-0.752649120499218
64,81425,589.9224853515625,0.06586732659064588,1,-0.5015834654976602,0.5015834654976602
65,80375,508.0030212402344,0.06967064036501537,0,-0.533638034167382,0.533638034167382
66,80839,544.1551513671875,0.06103411138253566,1,-0.5139043050190011,0.5139043050190011
67,78981,428.0367126464844,0.06844813174008864,0,-0.0518172353750287,0.0518172353750287
68,77858,394.1260070800781,0.06496560900239082,1,-0.6488359029328211,0.6488359029328211
69,82600,715.4495239257812,0.06339238012996162,0,0.7476533835038701,-0.7476533835038701
70,82098,655.1400756835938,0.05855783897994994,1,-0.4478157232626268,0.44781572326262686
71,81106,563.2651977539062,0.06284961569450921,0,-0.5594552295888359,0.559455229588836
72,82685,726.5598754882812,0.05796520579424277,1,-0.6878814491057652,0.6878814491057653
73,81595,605.8963012695312,0.05957389108800793,0,-0.45991883368577813,0.4599188336857782
74,82671,725.5081787109375,0.056771500823056056,1,0.7328096877426622,-0.7328096877426622
