loss
8.780201060908832005e+03
7.037130018772403673e+03
6.652570775185255116e+03
6.464546986568426291e+03
6.384649708868138987e+03
6.339032027666560680e+03
6.307774305655932039e+03
6.265261668762526824e+03
6.222951327257747835e+03
6.197370670813819743e+03
6.193731688022760864e+03
6.165853649025304549e+03
6.142834112204411213e+03
6.128080847661068219e+03
6.115243102782676033e+03
6.094614355227846318e+03
6.089312989786896651e+03
6.073245670512690594e+03
6.042081292278561705e+03
6.032210528716899717e+03
6.028250123914729556e+03
6.015213309194804424e+03
6.010639812703563621e+03
6.005817609412340062e+03
5.993487031111480064e+03
5.990630657618331497e+03
5.978497834127110764e+03
5.977645590623073076e+03
5.974388703343017369e+03
5.960547918413217303e+03
5.970091949246453623e+03
5.959452458751300583e+03
5.965794160921118419e+03
5.954928135629866119e+03
5.944624445018597726e+03
5.937454121437037429e+03
5.934620511215262013e+03
5.928279329547534871e+03
5.912660132761910063e+03
5.901269581839731472e+03
5.900854809577840570e+03
5.894660757605322942e+03
5.893021892555841077e+03
5.891230637081309396e+03
5.892650510474483781e+03
5.886228733642653424e+03
5.885019367285065528e+03
5.876820591948041510e+03
5.880448475261620843e+03
5.875298044887545984e+03
5.867489160547717802e+03
5.869545613418565154e+03
5.869456093984880681e+03
5.863598810177690211e+03
5.862893422190583806e+03
5.865238068803239912e+03
5.861672965841090445e+03
5.861328979605111272e+03
5.857215441792900492e+03
5.858389777019734538e+03
5.855402913035046367e+03
5.846392006882612804e+03
5.845556604790606798e+03
5.843595405157502682e+03
5.846013723669248975e+03
5.846129676538891545e+03
5.847026985857761247e+03
5.843798787773665936e+03
5.844364762204170802e+03
5.842815630089085971e+03
5.842846272259482248e+03
5.839399742594627241e+03
5.838192473000742211e+03
5.835854044408148184e+03
5.839032573011823843e+03
5.832391729391911213e+03
5.835081173181901249e+03
5.829660585509896009e+03
5.829219821719376341e+03
5.828211901565631706e+03
5.826789265009491828e+03
5.827155816072599009e+03
5.827185951291724450e+03
5.827888441661607430e+03
5.825939010314282314e+03
5.822982021824651383e+03
5.821575210820661596e+03
5.815770570597970618e+03
5.814111705289517886e+03
5.819945407656876341e+03
5.815751394831175276e+03
5.815292285186363188e+03
5.810834327511900483e+03
5.806543335676119568e+03
5.808617066897692894e+03
5.813519397398001274e+03
5.813549902855669643e+03
5.810359203055138096e+03
5.803827046505212820e+03
5.807557298743206957e+03
