rank,bin_index,mz,score,pcc_class_1,pcc_class_2
1,82360,690.1090087890625,1.7468925714492798,0.009602169526627598,-0.009602169526627598
2,82458,703.8740234375,1.5227303504943848,0.004906643681207808,-0.0049066436812078085
3,82117,657.1459350585938,1.374587893486023,0.018917660871642494,-0.018917660871642494
4,82457,703.869384765625,1.3617572784423828,0.006688989034705786,-0.006688989034705786
5,82082,653.1444091796875,1.3467339277267456,-0.0021584388753748823,0.0021584388753748806
6,80356,506.24884033203125,1.3341959714889526,-0.024190143601253686,0.024190143601253686
7,81791,619.4083862304688,1.3194741010665894,0.00537571980711524,-0.005375719807115242
8,80683,531.1474609375,1.2968238592147827,0.00013351038520144283,-0.00013351038520144042
9,82378,694.396728515625,1.2528420686721802,0.004906643681207845,-0.004906643681207845
10,82116,657.1388549804688,1.2372245788574219,-0.012137428017012392,0.012137428017012392
11,82682,726.2093505859375,1.1812410354614258,0.0044227010552878145,-0.004422701055287812
12,80139,494.11846923828125,1.1756291389465332,0.012174084178134134,-0.012174084178134132
13,10,102.69795989990234,1.1256780624389648,0.01839779286601729,-0.018397792866017292
14,80194,497.13800048828125,1.1171534061431885,-0.008277791333231027,0.008277791333231022
15,76512,327.5865478515625,1.1137118339538574,-0.01650732867085897,0.01650732867085897
16,81019,557.1732177734375,1.1108806133270264,0.020707743156766913,-0.020707743156766913
17,80128,493.11077880859375,1.089814305305481,0.010666480739422743,-0.010666480739422694
18,80996,555.1476440429688,1.088254451751709,-4.22594369291359e-05,4.225943692913247e-05
19,82487,706.5940551757812,1.0737384557724,0.015113236331448494,-0.015113236331448497
20,81759,617.73876953125,1.0292364358901978,0.012766978797502505,-0.012766978797502505
21,79929,481.11065673828125,1.0221611261367798,-0.005622400043860495,0.005622400043860495
22,81047,559.1791381835938,1.0178834199905396,-0.005169614377242408,0.005169614377242406
23,82452,703.2071533203125,1.0178383588790894,0.004906643681207791,-0.004906643681207792
24,82459,703.8903198242188,1.0167542695999146,0.004906643681207794,-0.004906643681207795
25,82451,703.204833984375,1.0160197019577026,0.00490664368120778,-0.004906643681207781
26,82453,703.2095336914062,1.0151410102844238,0.0049066436812077825,-0.004906643681207784
27,73898,231.98248291015625,1.0135421752929688,-0.09371304580785737,0.09371304580785737
28,81760,617.741455078125,1.0116161108016968,0.010872988821235304,-0.010872988821235307
29,84154,964.5220947265625,1.008851408958435,-0.00441344984950884,0.004413449849508836
30,82248,675.5433349609375,1.0073316097259521,-0.658993046025798,0.658993046025798
31,80551,523.5280151367188,1.0028680562973022,-0.056278270760442124,0.056278270760442124
32,82258,677.1216430664062,1.000971794128418,0.01003647616772761,-0.01003647616772761
33,81046,559.1747436523438,1.0007686614990234,-0.002161699014113875,0.0021616990141138884
34,82285,681.5814208984375,1.0002943277359009,-0.318923432966076,0.318923432966076
35,79720,467.0951843261719,0.9986788630485535,-0.005972443825980056,0.005972443825980054
36,76387,309.10797119140625,0.997700572013855,0.011784002341906838,-0.01178400234190684
37,76375,308.60888671875,0.9950908422470093,0.013701439686908498,-0.013701439686908502
38,80421,511.15777587890625,0.9886046648025513,0.014529030577202189,-0.014529030577202194
39,9,102.69697570800781,0.9885205626487732,0.007793965865975745,-0.007793965865975747
40,79780,470.11865234375,0.9867221713066101,0.019331912624219145,-0.019331912624219145
41,82232,673.1460571289062,0.9843941330909729,-0.012764364501084735,0.012764364501084743
42,76778,362.6138000488281,0.9824572801589966,0.0160389412811513,-0.0160389412811513
43,82372,693.0964965820312,0.9788912534713745,-0.02515126562131992,0.025151265621319918
44,80718,534.3424072265625,0.9723857641220093,-0.45576502451430856,0.45576502451430856
45,80027,486.1453857421875,0.9703059792518616,0.01341687444462758,-0.013416874444627585
46,12,102.8653335571289,0.9674608707427979,0.011254672138322376,-0.011254672138322291
47,82401,696.3181762695312,0.9609094858169556,0.028046532379334677,-0.028046532379334677
48,81045,559.1703491210938,0.9587499499320984,0.007275430849315183,-0.007275430849315188
49,81872,628.1221923828125,0.9580761194229126,0.004906643681207785,-0.0049066436812077825
50,82262,678.5062866210938,0.953794538974762,-0.6723848835478681,0.6723848835478681
51,81731,616.6961669921875,0.9522548317909241,0.004906643681207866,-0.004906643681207867
52,81638,610.1429443359375,0.9436317682266235,-0.016612199907903535,0.016612199907903535
53,26260,123.28367614746094,0.9379924535751343,-0.004132581570634593,0.004132581570634588
54,81369,584.989501953125,0.931267261505127,0.004906643681207758,-0.004906643681207759
55,11,102.69877624511719,0.9270656108856201,0.00441376956700482,-0.004413769567004823
56,26759,123.43798828125,0.9154662489891052,0.019067574481092506,-0.01906757448109251
57,80065,488.9270935058594,0.9108965396881104,-0.05573018937912384,0.05573018937912384
