mz_peak
1.223217849731445312e+02
1.224317016601562500e+02
1.334491424560546875e+02
1.363538208007812500e+02
1.366881408691406250e+02
1.411545867919921875e+02
1.421212310791015625e+02
1.469166107177734375e+02
1.497379913330078125e+02
1.654492797851562500e+02
1.834814758300781250e+02
1.836442413330078125e+02
1.838373565673828125e+02
1.925095977783203125e+02
2.001729431152343750e+02
2.045268554687500000e+02
2.045298004150390625e+02
2.053946533203125000e+02
2.131809844970703125e+02
2.141886444091796875e+02
2.245264282226562500e+02
2.309459075927734375e+02
2.378239593505859375e+02
2.438764495849609375e+02
2.448658905029296875e+02
2.451953735351562500e+02
2.481703338623046875e+02
2.730394897460937500e+02
3.080953674316406250e+02
3.085939025878906250e+02
3.090947265625000000e+02
3.130318603515625000e+02
3.132737731933593750e+02
3.257685241699218750e+02
3.351730041503906250e+02
3.391339416503906250e+02
3.487443542480468750e+02
3.490403442382812500e+02
3.552411804199218750e+02
3.567346801757812500e+02
3.658000793457031250e+02
3.669026489257812500e+02
3.669617614746093750e+02
3.670205383300781250e+02
3.672018127441406250e+02
3.672894897460937500e+02
3.673278198242187500e+02
3.677999877929687500e+02
3.679648742675781250e+02
3.680144348144531250e+02
3.689597167968750000e+02
3.690258789062500000e+02
3.693515625000000000e+02
3.700522155761718750e+02
3.702950439453125000e+02
3.703549194335937500e+02
3.710361328125000000e+02
3.710555114746093750e+02
3.723107299804687500e+02
3.729697570800781250e+02
3.733142395019531250e+02
3.750061645507812500e+02
3.770632629394531250e+02
3.779423217773437500e+02
3.810603942871093750e+02
3.820636901855468750e+02
3.839969482421875000e+02
3.852737731933593750e+02
3.860260620117187500e+02
3.860470581054687500e+02
3.862770080566406250e+02
3.870100402832031250e+02
3.870293579101562500e+02
3.880417785644531250e+02
3.881213073730468750e+02
3.893047790527343750e+02
3.909800109863281250e+02
3.919836425781250000e+02
3.920341491699218750e+02
3.921239929199218750e+02
3.922695007324218750e+02
3.939161071777343750e+02
3.940574951171875000e+02
3.980376281738281250e+02
3.983264160156250000e+02
3.991444091796875000e+02
3.993296203613281250e+02
3.999706726074218750e+02
4.001652832031250000e+02
4.003420104980468750e+02
4.013455810546875000e+02
4.020212097167968750e+02
4.023488464355468750e+02
4.030423583984375000e+02
4.041085815429687500e+02
4.041200866699218750e+02
4.050579528808593750e+02
4.050953063964843750e+02
4.061356506347656250e+02
4.069542236328125000e+02
4.070397338867187500e+02
4.079576416015625000e+02
4.080080261230468750e+02
4.089523010253906250e+02
4.089707336425781250e+02
4.089919433593750000e+02
4.090555419921875000e+02
4.091297912597656250e+02
4.091341247558593750e+02
4.100587158203125000e+02
4.110620727539062500e+02
4.132687072753906250e+02
4.169149169921875000e+02
4.192555541992187500e+02
4.200239257812500000e+02
4.210317687988281250e+02
4.210529785156250000e+02
4.212120056152343750e+02
4.229280090332031250e+02
4.239819335937500000e+02
4.240030212402343750e+02
4.243421325683593750e+02
4.249660339355468750e+02
4.253453369140625000e+02
4.263575744628906250e+02
4.269497375488281250e+02
4.270657348632812500e+02
4.273609008789062500e+02
4.279283752441406250e+02
4.280367126464843750e+02
4.282695007324218750e+02
4.282815551757812500e+02
4.283732604980468750e+02
4.284611511230468750e+02
4.290397644042968750e+02
4.293766174316406250e+02
4.300523071289062500e+02
4.310373535156250000e+02
4.311957092285156250e+02
4.322645263671875000e+02
4.359936523437500000e+02
4.370267639160156250e+02
4.380300903320312500e+02
4.382977905273437500e+02
4.388969421386718750e+02
4.390426025390625000e+02
4.409803161621093750e+02
4.412374267578125000e+02
4.422409667968750000e+02
4.429237060546875000e+02
4.452711486816406250e+02
4.470109558105468750e+02
4.471911315917968750e+02
4.480400085449218750e+02
4.481993103027343750e+02
4.483422241210937500e+02
4.490477600097656250e+02
4.492068176269531250e+02
4.493451843261718750e+02
4.500186767578125000e+02
4.500509948730468750e+02
4.502103271484375000e+02
4.510635375976562500e+02
4.512135314941406250e+02
4.530218505859375000e+02
4.548709716796875000e+02
4.561054382324218750e+02
4.571086425781250000e+02
4.640138244628906250e+02
