loss
1.706868176574789686e+05
1.395819226590046019e+05
1.335732792793938133e+05
1.308077040001186542e+05
1.292718494414496818e+05
1.283992411216775217e+05
1.275620435906563653e+05
1.273024994003424217e+05
1.268179181774647441e+05
1.266894260853166488e+05
1.262671764603675110e+05
1.259094533199416910e+05
1.256720064521460590e+05
1.253600837338113633e+05
1.254061763967995648e+05
1.250268294429753150e+05
1.249623317081129644e+05
1.247301424176159489e+05
1.247076158949518576e+05
1.245554919056821236e+05
1.243962717804956628e+05
1.244424884560618375e+05
1.240191022108930047e+05
1.239109211651579826e+05
1.241053762713588221e+05
1.239026324522816722e+05
1.236840455549057515e+05
1.237250205260882794e+05
1.236447819640798698e+05
1.234426788462842378e+05
1.235221429261594749e+05
1.233354160140357999e+05
1.233604691483591014e+05
1.231340868020240014e+05
1.230255773325196642e+05
1.230556533915615728e+05
1.230643949624525412e+05
1.230038423239591793e+05
1.227654409538581531e+05
1.226452089351098402e+05
1.228839633467249805e+05
1.226703402834282606e+05
1.225342283508780820e+05
1.224666672175888234e+05
1.224549127127407119e+05
1.223291095593470236e+05
1.222094133738473029e+05
1.223196188720504433e+05
1.221610861705824500e+05
1.221831456256780511e+05
1.220787543374525412e+05
1.219938798693043063e+05
1.220503319327196950e+05
1.220643434385170840e+05
1.219387360065771645e+05
1.217670990430905949e+05
1.217606056838215300e+05
1.218294653342826205e+05
1.215926487850047415e+05
1.215673613434872532e+05
1.215051203341131040e+05
1.215994259158021450e+05
1.216987581070314627e+05
1.215341277779190423e+05
1.214682119249220268e+05
1.213075091707350221e+05
1.214406197026715527e+05
1.212761209486032021e+05
1.213253514226505358e+05
1.212218416649715218e+05
1.213316028656427952e+05
1.212413978378424217e+05
1.210423197848860873e+05
1.210447103759831807e+05
1.210126703811533807e+05
1.210445039115473337e+05
1.210629905728742888e+05
1.209910634238540806e+05
1.209649558223996428e+05
1.209085470318009175e+05
1.209785981255933002e+05
1.208415805236303277e+05
1.208843887285564124e+05
1.209115730141375097e+05
1.208398888832384109e+05
1.207632282830722834e+05
1.208446466279325978e+05
1.208193663547599717e+05
1.208275646570721437e+05
1.208261991837876267e+05
1.207656303142799006e+05
1.207392574798277783e+05
1.207320925400901760e+05
1.206848882306075393e+05
1.205978079739625682e+05
1.207061613799328770e+05
1.206154009717419249e+05
1.205743918116015702e+05
1.205116304922701383e+05
1.205065579993897409e+05
