component,rank,bin_index,mz,combined_absolute_ig,central_absolute_ig,context_absolute_ig,central_signed_ig,context_signed_ig,first_layer_combined_l2
0,1,81717,616.1770629882812,0.04361848160624504,0.03322495147585869,0.010393529199063778,0.023185843601822853,0.00713744992390275,0.7182936072349548
0,2,82576,713.4511108398438,0.03690074756741524,0.02198045141994953,0.014920294284820557,0.016438504680991173,0.01237321924418211,0.9198631048202515
0,3,80960,551.50341796875,0.02681094966828823,0.017854565754532814,0.008956384845077991,0.006746523082256317,0.00707230344414711,0.7296769618988037
0,4,78453,409.0555419921875,0.023175805807113647,0.015656696632504463,0.007519109640270472,0.007082780823111534,0.004235527012497187,0.524588406085968
0,5,79889,478.3293762207031,0.022836579009890556,0.01645825244486332,0.00637832609936595,0.007511606905609369,0.00463086785748601,0.63104248046875
0,6,81268,577.518798828125,0.022427648305892944,0.01587689481675625,0.006550750229507685,0.008471529930830002,0.004381645005196333,0.6722496747970581
0,7,82539,710.488525390625,0.01600928045809269,0.00936109572649002,0.00664818799123168,0.00936109572649002,0.005952353123575449,0.8119361400604248
0,8,82589,714.4548950195312,0.015623952262103558,0.009733142331242561,0.0058908103965222836,0.006392217706888914,0.0047080679796636105,0.9005550146102905
0,9,82063,651.5342407226562,0.015507694333791733,0.009540647268295288,0.005967047531157732,0.008459067903459072,0.004309730138629675,0.9582008123397827
0,10,81741,617.1803588867188,0.015150003135204315,0.011195062659680843,0.003954940475523472,0.0077184527181088924,0.002810765290632844,0.680875301361084
0,11,82420,697.4774780273438,0.014513916335999966,0.010851923376321793,0.0036619927268475294,0.00545550836250186,0.0032915209885686636,0.7539028525352478
0,12,79415,449.0477600097656,0.012631788849830627,0.010789354331791401,0.001842433586716652,0.004415946081280708,-0.0004405949730426073,0.6192047595977783
0,13,82758,734.5697631835938,0.01180004607886076,0.006067728623747826,0.0057323165237903595,0.005501713138073683,0.0022005338687449694,0.6592702865600586
0,14,81742,617.1839599609375,0.011649961583316326,0.008786384016275406,0.0028635759372264147,0.006412869319319725,0.001998234074562788,0.6944029927253723
0,15,79668,465.0216979980469,0.011213443242013454,0.004866637289524078,0.006346806418150663,0.0032807905226945877,0.0031659298110753298,0.8897993564605713
0,16,80978,552.5068969726562,0.010473241098225117,0.006917890161275864,0.0035553500056266785,0.00214744103141129,0.0027162041515111923,0.720109760761261
0,17,76863,366.9617614746094,0.009737323969602585,0.004777573514729738,0.004959750454872847,0.0010672679636627436,0.0024037521798163652,0.6063867807388306
0,18,81284,578.5226440429688,0.009554131887853146,0.006539791822433472,0.0030143398325890303,0.0029964540153741837,0.002124904887750745,0.6810429096221924
0,19,82079,652.5381469726562,0.007075121160596609,0.004148798994719982,0.0029263217002153397,0.0034514376893639565,0.0020552498754113913,0.918978214263916
0,20,78026,399.1444091796875,0.007068694103509188,0.003555621951818466,0.003513072384521365,0.0007935254834592342,0.0002742867509368807,0.8604326248168945
