dataset,job_id,measured_pixels,coverage_percent,normal_pixels,tumour_pixels,tumour_fraction,candidate_peaks,picked_peaks,f1_0.3,f1_0.4,f1_0.5,f1_0.6,mscf1,mscf1_unrounded,normal_f1_0.3,tumour_f1_0.3,training_minutes,evaluation_minutes,total_minutes,peak_gpu_memory_gib,loss_start,loss_end,loss_reduction_percent,log_issue_count
GBM108_positive,45624,2071,82.18253968253968,1173,898,0.4336069531627233,1974,581,0.46679815910585143,0.4612736660929432,0.420479302832244,0.2857142857142857,0.409,0.4085663534363311,0.4708171206225681,0.21042830540037244,47.98484893396768,5.625641112784312,53.856305819749835,5.425704002380371,0.06718281656503677,0.01770005002617836,73.65390299014376,0
GBM108_negative,45680,2512,54.62056968906284,960,1552,0.6178343949044586,2922,937,0.62784588441331,0.6232657417289221,0.5698254364089775,0.44055433989788473,0.565,0.5653728506122736,0.2822164948453608,0.5967645296584781,59.86802189066681,7.578202376116678,67.71057107678328,5.425704002380371,0.056513380259275436,0.01653253473341465,70.74580451998145,0
GBM12_1,45741,3658,82.94784580498866,3362,296,0.08091853471842538,3066,691,0.20509849362688296,0.1316931982633864,0.09472743521000894,0.056338028169014086,0.122,0.12196428881732309,0.2015810276679842,0.10676156583629894,84.31791972610009,9.914481744083362,94.63246238605012,5.425704002380371,0.041260190308094025,0.017225069925189018,58.252567919421416,0
GBM12_2,45742,3306,80.02904865649964,2466,840,0.2540834845735027,2797,981,0.4531384350816853,0.3843017329255861,0.30669034931912376,0.2073255010366275,0.338,0.33786400459075566,0.4633663366336634,0.19642857142857142,77.35860995809999,9.601821739183409,87.30031797815003,5.425704002380371,0.04417157173156738,0.016740715131163597,62.10070306554254,0
GBM22_1,45743,3835,78.32924836601308,3147,688,0.17940026075619295,2877,845,0.3617846750727449,0.25443786982248523,0.15749128919860628,0.08709677419354839,0.215,0.2152026520718462,0.3727544910179641,0.1578612348822406,89.12827018808336,10.859440611383373,100.37703708964982,5.425704002380371,0.03967450186610222,0.016901066526770592,57.40068373432858,0
GBM22_2,45744,4524,73.6328125,3415,1109,0.2451370468611848,3556,1014,0.5207392197125257,0.41222879684418146,0.31085714285714283,0.18972332015810275,0.358,0.35838711989298816,0.5360050093926112,0.2224622030237581,104.05559141583313,12.125670913767923,116.65948122133268,5.425704002380371,0.03372083604335785,0.017460668459534645,48.219942005340776,0
GBM39_1,45745,4015,76.53450247807854,3451,564,0.14047322540473225,2495,696,0.3916913946587537,0.3146551724137931,0.22391857506361323,0.1640625,0.274,0.27358191053404,0.4167459562321599,0.16691729323308271,93.04235093513344,11.407324058116744,104.85743399911662,5.425704002380371,0.037901509553194046,0.017083171755075455,54.92746342701853,0
GBM39_2,45746,2406,75.85119798234552,1848,558,0.23192019950124687,2026,917,0.5802238805970149,0.5387131952017448,0.45924082140634725,0.37367303609341823,0.488,0.48796273332463125,0.6134628730048577,0.2222222222222222,56.33819684953293,6.841853482767086,63.448799022983685,5.425704002380371,0.05937190353870392,0.017093475908041,71.20948649238113,0
